Gene_Symbol,Raw_Detection_Rate_%,Raw_Mean_Expr_All,Raw_Mean_Expr_Detected,Raw_Aggregated_CPM,LooseQC_Detection_Rate_%,LooseQC_Mean_Expr_All,LooseQC_Mean_Expr_Detected,LooseQC_Aggregated_CPM,StrongQC_Detection_Rate_%,StrongQC_Mean_Expr_All,StrongQC_Mean_Expr_Detected,StrongQC_Aggregated_CPM,Cell_Type,Replicate
CD2AP,70.64,0.6219,0.8803,129.851,70.93,0.6244,0.8803,129.8901,87.77,0.7417,0.845,131.2017,WT iPSC,Rep 2
CD46,71.13,0.5989,0.842,110.3293,71.41,0.6013,0.842,110.3625,85.1,0.6106,0.7175,102.4056,WT iPSC,Rep 2
CDC42,76.49,1.0844,1.4177,288.4558,76.8,1.0888,1.4177,288.5426,92.11,1.2945,1.4054,294.5726,WT iPSC,Rep 2
CDH11,14.26,0.0323,0.2269,4.2495,14.31,0.0325,0.2269,4.2508,18.4,0.0314,0.1707,4.1344,WT iPSC,Rep 2
CDK4,67.04,0.5247,0.7827,105.5046,67.31,0.5269,0.7827,105.5363,86.27,0.6482,0.7514,108.0048,WT iPSC,Rep 2
CEACAM16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT iPSC,Rep 2
CEBPA,5.61,0.0107,0.1903,1.3918,5.63,0.0107,0.1903,1.3922,7.45,0.0119,0.1598,1.3685,WT iPSC,Rep 2
CEL,2.88,0.0059,0.2052,0.7052,2.9,0.0059,0.2052,0.7054,3.78,0.0059,0.1566,0.6939,WT iPSC,Rep 2
CEP85L,29.4,0.075,0.2553,12.3403,29.51,0.0753,0.2553,12.344,38.47,0.0894,0.2324,12.2682,WT iPSC,Rep 2
CFB,0.08,0.0001,0.1259,0.0186,0.08,0.0001,0.1259,0.0186,0.11,0.0001,0.1259,0.0193,WT iPSC,Rep 2
CFH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT iPSC,Rep 2
CFI,0.04,0.0,0.0703,0.0093,0.04,0.0,0.0703,0.0093,0.06,0.0,0.0703,0.0096,WT iPSC,Rep 2
CHAMP1,51.74,0.175,0.3383,27.3341,51.95,0.1757,0.3383,27.3424,68.15,0.2083,0.3057,27.6782,WT iPSC,Rep 2
CHCHD10,73.05,0.9526,1.304,254.4784,73.3,0.9557,1.3038,254.5457,90.16,1.1669,1.2943,260.9675,WT iPSC,Rep 2
CHD3,34.8,0.1043,0.2998,16.5619,34.94,0.1047,0.2998,16.5669,46.25,0.1308,0.2828,16.711,WT iPSC,Rep 2
CHD4,74.73,0.8556,1.145,193.575,75.03,0.8591,1.145,193.6333,90.05,0.9745,1.0822,193.6416,WT iPSC,Rep 2
CHMP2B,64.28,0.3873,0.6026,70.692,64.54,0.3889,0.6026,70.7133,84.32,0.485,0.5751,72.3469,WT iPSC,Rep 2
CHN1,44.81,0.1242,0.2771,19.8929,44.99,0.1247,0.2771,19.8988,58.75,0.1447,0.2463,19.8817,WT iPSC,Rep 2
CHRNA4,2.0,0.0028,0.1419,0.4639,2.01,0.0029,0.1419,0.4641,2.67,0.0035,0.1299,0.4626,WT iPSC,Rep 2
CHRNB1,27.23,0.0581,0.2135,8.9258,27.34,0.0584,0.2135,8.9285,36.13,0.0677,0.1875,8.9337,WT iPSC,Rep 2
CHRNB2,1.04,0.0028,0.2662,0.2412,1.05,0.0028,0.2662,0.2413,1.22,0.0025,0.2057,0.212,WT iPSC,Rep 2
CITED2,53.78,0.2139,0.3977,36.2414,54.0,0.2148,0.3977,36.2523,71.37,0.2665,0.3734,36.93,WT iPSC,Rep 2
CLCN6,19.3,0.041,0.2124,5.6784,19.38,0.0412,0.2124,5.6801,24.85,0.0428,0.1724,5.5029,WT iPSC,Rep 2
CLCN7,29.32,0.0709,0.242,9.8258,29.43,0.0712,0.242,9.8288,37.35,0.077,0.2061,9.4927,WT iPSC,Rep 2
CNNM2,38.49,0.1024,0.266,14.7341,38.64,0.1028,0.266,14.7385,49.69,0.1121,0.2257,14.4366,WT iPSC,Rep 2
CNOT3,54.23,0.2095,0.3864,34.9981,54.44,0.2104,0.3864,35.0086,71.43,0.2582,0.3615,35.4844,WT iPSC,Rep 2
COCH,25.51,0.0584,0.229,8.499,25.61,0.0587,0.229,8.5016,33.13,0.0675,0.2036,8.3651,WT iPSC,Rep 2
COL10A1,1.4,0.0028,0.2008,0.3247,1.41,0.0028,0.2008,0.3248,1.67,0.0023,0.1359,0.2891,WT iPSC,Rep 2
COL11A1,26.23,0.0734,0.2799,9.6681,26.34,0.0737,0.2799,9.671,32.35,0.0685,0.2117,9.0687,WT iPSC,Rep 2
COL11A2,1.6,0.0038,0.2383,0.3897,1.61,0.0038,0.2383,0.3898,2.0,0.0028,0.1404,0.3662,WT iPSC,Rep 2
COL1A2,48.34,0.1772,0.3665,26.4712,48.53,0.1779,0.3665,26.4792,59.98,0.1803,0.3006,25.1243,WT iPSC,Rep 2
COL4A3,1.2,0.0025,0.2107,0.2969,1.21,0.0025,0.2107,0.297,1.5,0.0022,0.1436,0.2698,WT iPSC,Rep 2
COL4A4,9.01,0.0197,0.219,2.6165,9.05,0.0198,0.219,2.6173,11.4,0.0195,0.171,2.4575,WT iPSC,Rep 2
COL5A2,20.7,0.0511,0.247,7.2279,20.79,0.0513,0.247,7.23,26.4,0.0548,0.2075,7.0159,WT iPSC,Rep 2
COL6A1,54.99,0.2779,0.5055,45.362,55.21,0.2791,0.5055,45.3757,66.76,0.2782,0.4167,42.5003,WT iPSC,Rep 2
COL6A2,36.92,0.0998,0.2702,14.3258,37.07,0.1002,0.2702,14.3301,47.42,0.1078,0.2273,13.9644,WT iPSC,Rep 2
COL6A3,4.33,0.0089,0.2066,1.1598,4.34,0.009,0.2066,1.1601,5.34,0.0092,0.1729,1.089,WT iPSC,Rep 2
COMP,0.52,0.0006,0.1229,0.1206,0.52,0.0006,0.1229,0.1207,0.72,0.0009,0.1229,0.1253,WT iPSC,Rep 2
CPOX,38.13,0.1024,0.2685,15.0495,38.28,0.1028,0.2685,15.0541,49.92,0.1176,0.2357,15.0438,WT iPSC,Rep 2
CRX,1.0,0.0018,0.1769,0.232,1.01,0.0018,0.1769,0.232,1.06,0.0014,0.1303,0.1831,WT iPSC,Rep 2
CSDE1,76.65,1.1225,1.4644,319.4828,76.96,1.127,1.4644,319.5789,91.22,1.318,1.4449,325.0939,WT iPSC,Rep 2
CSNK2A1,71.09,0.5954,0.8375,116.5273,71.37,0.5978,0.8375,116.5623,86.99,0.6818,0.7838,116.5242,WT iPSC,Rep 2
CSNK2B,68.28,0.6095,0.8926,129.7119,68.52,0.611,0.8918,129.7416,87.88,0.7626,0.8677,133.0714,WT iPSC,Rep 2
CSRP3,0.2,0.0042,2.104,0.0835,0.2,0.0042,2.104,0.0835,0.11,0.0002,0.1694,0.0193,WT iPSC,Rep 2
CTLA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT iPSC,Rep 2
CTNND1,62.56,0.3102,0.496,52.2837,62.81,0.3115,0.496,52.2994,78.1,0.3495,0.4475,51.8003,WT iPSC,Rep 2
CTR9,57.79,0.2549,0.4412,41.1589,58.02,0.256,0.4412,41.1713,74.99,0.2997,0.3996,41.4402,WT iPSC,Rep 2
CUX2,11.29,0.0209,0.1855,3.0619,11.34,0.021,0.1855,3.0628,15.01,0.0241,0.1609,3.055,WT iPSC,Rep 2
CXCR4,1.2,0.0027,0.2283,0.2784,1.21,0.0028,0.2283,0.2784,1.56,0.0022,0.142,0.2698,WT iPSC,Rep 2
CYFIP2,42.25,0.1303,0.3085,19.8929,42.42,0.1309,0.3085,19.8988,55.31,0.1512,0.2734,19.9588,WT iPSC,Rep 2
DCC,1.48,0.0022,0.1452,0.3897,1.49,0.0022,0.1452,0.3898,2.0,0.0027,0.1358,0.3951,WT iPSC,Rep 2
DCTN1,60.79,0.2964,0.4875,50.9105,61.04,0.2976,0.4875,50.9258,78.15,0.3488,0.4463,51.3473,WT iPSC,Rep 2
DDR2,8.37,0.017,0.2027,2.9134,8.4,0.017,0.2027,2.9143,10.95,0.0205,0.1874,2.8815,WT iPSC,Rep 2
DES,7.65,0.0141,0.1839,2.0041,7.68,0.0141,0.1839,2.0047,10.23,0.0173,0.1689,2.0142,WT iPSC,Rep 2
DHX30,64.12,0.3375,0.5263,54.993,64.37,0.3388,0.5263,55.0096,81.66,0.3929,0.4811,55.3083,WT iPSC,Rep 2
DIAPH1,60.47,0.2869,0.4745,48.693,60.72,0.2881,0.4745,48.7076,75.54,0.3163,0.4187,47.6081,WT iPSC,Rep 2
DNAJB11,63.88,0.3451,0.5403,58.9549,64.13,0.3465,0.5403,58.9726,79.82,0.3849,0.4821,57.7176,WT iPSC,Rep 2
DNAJB6,76.21,1.0413,1.3663,277.6001,76.48,1.045,1.3665,277.6743,91.27,1.225,1.3421,282.3815,WT iPSC,Rep 2
DNAJC5,27.15,0.0593,0.2183,9.2598,27.26,0.0595,0.2183,9.2626,36.19,0.0731,0.202,9.3578,WT iPSC,Rep 2
DNM1,42.21,0.1269,0.3006,17.4712,42.38,0.1274,0.3006,17.4765,53.25,0.1326,0.249,16.8459,WT iPSC,Rep 2
DNM1L,64.2,0.3316,0.5165,57.8508,64.46,0.3329,0.5165,57.8682,81.55,0.3937,0.4828,57.7465,WT iPSC,Rep 2
DNM2,48.26,0.1529,0.3169,23.029,48.45,0.1536,0.3169,23.0359,62.87,0.1741,0.2769,23.1102,WT iPSC,Rep 2
DPF2,52.1,0.1853,0.3557,29.9506,52.31,0.1861,0.3557,29.9596,68.59,0.2255,0.3288,30.2803,WT iPSC,Rep 2
DSC2,61.55,0.3115,0.506,50.3816,61.8,0.3127,0.506,50.3968,76.6,0.3375,0.4406,48.7646,WT iPSC,Rep 2
DSPP,0.52,0.0009,0.1824,0.1206,0.52,0.001,0.1824,0.1207,0.61,0.0009,0.1462,0.106,WT iPSC,Rep 2
EED,52.7,0.1935,0.3671,29.1341,52.92,0.1942,0.3671,29.1429,68.54,0.2239,0.3267,29.2587,WT iPSC,Rep 2
EEF1A2,38.81,0.1179,0.3039,18.8351,38.96,0.1184,0.3039,18.8408,51.75,0.1422,0.2748,19.1492,WT iPSC,Rep 2
EFEMP1,26.59,0.0715,0.2688,10.0578,26.7,0.0718,0.2688,10.0608,33.57,0.073,0.2174,9.6084,WT iPSC,Rep 2
EGFR,14.58,0.0329,0.2255,4.2309,14.64,0.033,0.2255,4.2322,18.34,0.0331,0.1803,4.0477,WT iPSC,Rep 2
EGR2,2.16,0.0037,0.1705,0.501,2.17,0.0037,0.1705,0.5012,2.78,0.0038,0.1383,0.4819,WT iPSC,Rep 2
EIF2S3,74.53,0.9063,1.216,220.371,74.83,0.9099,1.216,220.4373,90.16,1.0699,1.1866,223.2569,WT iPSC,Rep 2
ELANE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT iPSC,Rep 2
ELOVL4,37.04,0.0932,0.2516,14.066,37.19,0.0936,0.2516,14.0703,47.69,0.1043,0.2187,13.8006,WT iPSC,Rep 2
ELP4,45.81,0.1374,0.2998,20.2826,46.0,0.1379,0.2998,20.2887,60.42,0.1629,0.2696,20.431,WT iPSC,Rep 2
EMC1,40.85,0.115,0.2815,16.0702,41.01,0.1154,0.2815,16.075,50.36,0.1143,0.2269,15.0149,WT iPSC,Rep 2
EPCAM,77.25,1.2223,1.5822,338.3828,77.52,1.2263,1.5819,338.4754,91.27,1.3371,1.4649,323.7157,WT iPSC,Rep 2
EPHB4,44.85,0.1348,0.3005,21.1826,45.03,0.1353,0.3005,21.1889,58.03,0.1557,0.2683,21.0478,WT iPSC,Rep 2
ETS1,26.27,0.0618,0.2352,9.4918,26.38,0.062,0.2352,9.4946,35.19,0.078,0.2215,9.618,WT iPSC,Rep 2
EZH2,53.22,0.2086,0.392,30.0898,53.44,0.2095,0.392,30.0989,66.93,0.2202,0.329,29.172,WT iPSC,Rep 2
F11,0.64,0.0009,0.1381,0.1485,0.64,0.0009,0.1381,0.1485,0.89,0.0012,0.1381,0.1542,WT iPSC,Rep 2
F12,36.12,0.0921,0.255,14.6784,36.27,0.0925,0.255,14.6828,48.75,0.1158,0.2376,14.9956,WT iPSC,Rep 2
F2,0.2,0.0003,0.1342,0.0464,0.2,0.0003,0.1342,0.0464,0.28,0.0004,0.1342,0.0482,WT iPSC,Rep 2
F5,0.36,0.0004,0.1134,0.0835,0.36,0.0004,0.1134,0.0835,0.5,0.0006,0.1134,0.0867,WT iPSC,Rep 2
FAM111B,42.25,0.1361,0.3221,18.8351,42.38,0.1362,0.3215,18.8315,54.64,0.1472,0.2693,18.6577,WT iPSC,Rep 2
FAR1,54.31,0.2239,0.4123,33.2259,54.52,0.2248,0.4123,33.2359,68.82,0.2416,0.3511,32.7089,WT iPSC,Rep 2
FBLN5,4.61,0.009,0.1961,1.1412,4.62,0.0091,0.1961,1.1416,6.28,0.0107,0.171,1.1661,WT iPSC,Rep 2
FBXO38,29.4,0.0712,0.2422,9.4825,29.51,0.0715,0.2422,9.4854,38.02,0.077,0.2024,9.3481,WT iPSC,Rep 2
FGA,0.24,0.007,2.9245,0.0835,0.24,0.0071,2.9245,0.0835,0.06,0.0013,2.3528,0.0096,WT iPSC,Rep 2
FGB,0.52,0.0152,2.9135,0.2227,0.52,0.0152,2.9135,0.2227,0.17,0.0036,2.1491,0.0578,WT iPSC,Rep 2
FGF12,23.99,0.0488,0.2034,7.4969,24.09,0.049,0.2034,7.4992,32.07,0.0594,0.1852,7.5653,WT iPSC,Rep 2
FGF8,5.41,0.0098,0.1821,1.5495,5.43,0.0099,0.1821,1.55,7.39,0.0129,0.1739,1.5805,WT iPSC,Rep 2
FGF9,1.8,0.0042,0.2339,0.4361,1.81,0.0042,0.2339,0.4362,2.33,0.0048,0.2037,0.424,WT iPSC,Rep 2
FGFR2,57.55,0.2439,0.4239,39.4053,57.78,0.2449,0.4239,39.4172,72.6,0.2759,0.38,38.8093,WT iPSC,Rep 2
FGFR3,20.87,0.05,0.2396,7.1165,20.95,0.0502,0.2396,7.1187,26.85,0.0526,0.1961,6.9581,WT iPSC,Rep 2
FGG,0.36,0.0103,2.8547,0.1113,0.36,0.0103,2.8547,0.1114,0.06,0.0016,2.954,0.0193,WT iPSC,Rep 2
FHOD3,14.94,0.0286,0.1918,4.3701,15.0,0.0288,0.1918,4.3714,19.68,0.0329,0.167,4.3368,WT iPSC,Rep 2
FLI1,0.76,0.0011,0.1418,0.1763,0.76,0.0011,0.1418,0.1763,1.06,0.0015,0.1418,0.1831,WT iPSC,Rep 2
FLT4,5.37,0.0082,0.1534,1.3918,5.39,0.0083,0.1534,1.3922,7.06,0.0099,0.1401,1.3685,WT iPSC,Rep 2
FN1,43.45,0.1665,0.3833,20.5238,43.63,0.1672,0.3833,20.53,52.08,0.1442,0.2768,18.5035,WT iPSC,Rep 2
FOXA2,0.4,0.0035,0.8834,0.1021,0.4,0.0036,0.8834,0.1021,0.44,0.002,0.4523,0.0867,WT iPSC,Rep 2
FOXE3,0.36,0.0006,0.1564,0.0835,0.36,0.0006,0.1564,0.0835,0.5,0.0008,0.1564,0.0867,WT iPSC,Rep 2
FOXJ1,6.45,0.0126,0.1953,1.6979,6.47,0.0126,0.1953,1.6985,8.89,0.0171,0.1921,1.754,WT iPSC,Rep 2
FOXN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT iPSC,Rep 2
FTH1,94.07,2.9455,3.1311,2684.0244,94.25,2.9536,3.1338,2684.7761,98.61,3.2542,3.3001,2758.5417,WT iPSC,Rep 2
FUS,76.45,1.071,1.4008,279.4929,76.76,1.0753,1.4008,279.577,90.11,1.1793,1.3088,274.0164,WT iPSC,Rep 2
FXYD2,3.88,0.006,0.1539,0.9742,3.9,0.006,0.1539,0.9745,5.11,0.007,0.137,0.9637,WT iPSC,Rep 2
GABBR2,3.36,0.0048,0.1437,0.8351,3.38,0.0049,0.1437,0.8353,4.61,0.0064,0.1393,0.8577,WT iPSC,Rep 2
GABRA1,2.08,0.004,0.193,0.5196,2.09,0.004,0.193,0.5197,2.67,0.0038,0.1414,0.4915,WT iPSC,Rep 2
GABRB2,3.36,0.0091,0.2707,0.9835,3.38,0.0091,0.2707,0.9838,4.17,0.0095,0.2272,0.9348,WT iPSC,Rep 2
GABRB3,66.2,0.4633,0.6998,94.9458,66.47,0.4652,0.6998,94.9743,83.49,0.5571,0.6672,95.38,WT iPSC,Rep 2
GABRD,4.61,0.0087,0.1895,1.132,4.62,0.0088,0.1895,1.1323,6.0,0.0086,0.1425,1.1083,WT iPSC,Rep 2
GABRG2,8.65,0.0187,0.2161,2.2546,8.69,0.0188,0.2161,2.2553,11.01,0.0206,0.1871,2.1491,WT iPSC,Rep 2
GANAB,66.44,0.4074,0.6132,73.4199,66.71,0.4091,0.6132,73.442,81.16,0.4283,0.5277,69.7256,WT iPSC,Rep 2
GARS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT iPSC,Rep 2
GBA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT iPSC,Rep 2
GDAP1,33.0,0.0796,0.2413,13.0547,33.13,0.0799,0.2413,13.0586,44.02,0.1007,0.2288,13.2223,WT iPSC,Rep 2
GDF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT iPSC,Rep 2
GFAP,2.12,0.0032,0.1494,0.501,2.13,0.0032,0.1494,0.5012,2.89,0.0041,0.1432,0.5108,WT iPSC,Rep 2
GFI1B,0.52,0.0009,0.1778,0.1299,0.52,0.0009,0.1778,0.1299,0.72,0.0013,0.1778,0.1349,WT iPSC,Rep 2
GGCX,52.62,0.1829,0.3476,26.462,52.83,0.1836,0.3476,26.4699,66.7,0.1963,0.2943,25.6255,WT iPSC,Rep 2
GJB3,1.12,0.0016,0.1417,0.2691,1.13,0.0016,0.1417,0.2692,1.56,0.0022,0.1417,0.2795,WT iPSC,Rep 2
GJB6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT iPSC,Rep 2
GLUD1,60.19,0.2786,0.4629,47.561,60.39,0.2788,0.4617,47.566,78.93,0.3443,0.4362,48.3116,WT iPSC,Rep 2
GLUL,67.56,0.4906,0.7261,94.9829,67.83,0.4926,0.7261,95.0114,85.55,0.5886,0.6881,96.0161,WT iPSC,Rep 2
GMNN,70.16,0.6129,0.8736,116.9541,70.45,0.6154,0.8736,116.9893,88.27,0.7257,0.8221,118.6155,WT iPSC,Rep 2
GNAI1,51.94,0.1843,0.3548,30.3311,52.15,0.185,0.3548,30.3402,68.43,0.2239,0.3273,30.6947,WT iPSC,Rep 2
GNAO1,21.47,0.0429,0.1998,6.7639,21.55,0.0431,0.1998,6.766,28.46,0.0506,0.1778,6.7557,WT iPSC,Rep 2
GNAT1,0.32,0.0005,0.1566,0.0742,0.32,0.0005,0.1566,0.0742,0.39,0.0005,0.1314,0.0675,WT iPSC,Rep 2
GNB1,69.64,0.6992,1.004,164.8027,69.92,0.702,1.004,164.8523,87.99,0.8653,0.9834,168.787,WT iPSC,Rep 2
GNB4,55.67,0.242,0.4348,40.8713,55.89,0.243,0.4348,40.8836,72.87,0.2915,0.4001,41.4306,WT iPSC,Rep 2
GP1BA,3.28,0.0067,0.2027,0.7701,3.3,0.0067,0.2027,0.7703,4.0,0.0063,0.1576,0.7035,WT iPSC,Rep 2
GREM1,1.16,0.0018,0.1585,0.3247,1.17,0.0018,0.1585,0.3248,1.61,0.0026,0.1585,0.3373,WT iPSC,Rep 2
GRHL2,28.07,0.0654,0.2328,9.6217,28.19,0.0656,0.2328,9.6246,36.96,0.0768,0.2077,9.5987,WT iPSC,Rep 2
GRIA1,1.92,0.003,0.1559,0.4546,1.93,0.003,0.1559,0.4548,2.39,0.003,0.1275,0.424,WT iPSC,Rep 2
GRIA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT iPSC,Rep 2
GRIA4,31.76,0.077,0.2425,12.1547,31.89,0.0773,0.2425,12.1583,41.41,0.0896,0.2165,12.0755,WT iPSC,Rep 2
GRIN1,1.84,0.0033,0.1768,0.4361,1.85,0.0033,0.1768,0.4362,2.5,0.004,0.1579,0.4433,WT iPSC,Rep 2
GRIN2D,13.1,0.0278,0.2123,3.8134,13.15,0.0279,0.2123,3.8146,16.62,0.0309,0.1859,3.6525,WT iPSC,Rep 2
GRN,62.31,0.2889,0.4637,46.0858,62.57,0.2901,0.4637,46.0996,77.38,0.3115,0.4025,44.235,WT iPSC,Rep 2
GSDME,17.42,0.034,0.1951,5.0753,17.49,0.0341,0.1951,5.0768,23.4,0.0407,0.174,5.1367,WT iPSC,Rep 2
GUCA1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT iPSC,Rep 2
GUCY2D,1.08,0.0015,0.1362,0.2505,1.09,0.0015,0.1362,0.2506,1.5,0.002,0.1362,0.2602,WT iPSC,Rep 2
H1-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT iPSC,Rep 2
H3-3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT iPSC,Rep 2
H4C5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT iPSC,Rep 2
HAND1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT iPSC,Rep 2
HAND2,0.08,0.0011,1.398,0.0186,0.08,0.0011,1.398,0.0186,0.06,0.0001,0.1184,0.0096,WT iPSC,Rep 2
HBA1,2.8,0.005,0.1771,0.7423,2.81,0.005,0.1771,0.7425,3.89,0.0069,0.1771,0.771,WT iPSC,Rep 2
HBB,0.16,0.0003,0.1565,0.0371,0.16,0.0003,0.1565,0.0371,0.22,0.0003,0.1565,0.0385,WT iPSC,Rep 2
HCN1,7.29,0.0138,0.1896,1.9113,7.32,0.0139,0.1896,1.9119,9.34,0.0151,0.162,1.8504,WT iPSC,Rep 2
HCN4,8.65,0.0195,0.2254,2.301,8.69,0.0196,0.2254,2.3017,11.28,0.0212,0.188,2.2551,WT iPSC,Rep 2
HECW2,6.81,0.0119,0.1753,1.6887,6.84,0.012,0.1753,1.6892,9.01,0.0143,0.1591,1.6769,WT iPSC,Rep 2
HEPACAM,0.04,0.0,0.1097,0.0093,0.04,0.0,0.1097,0.0093,0.06,0.0001,0.1097,0.0096,WT iPSC,Rep 2
HMGA2,68.04,0.4786,0.7034,91.8746,68.32,0.4805,0.7034,91.9022,84.6,0.5574,0.6589,91.9588,WT iPSC,Rep 2
HNRNPA2B1,93.95,2.6251,2.7941,1575.9529,94.25,2.6344,2.7951,1576.4084,98.83,2.8065,2.8397,1595.3336,WT iPSC,Rep 2
HNRNPD,83.62,1.5961,1.9087,549.9301,83.96,1.6025,1.9087,550.0955,95.11,1.8033,1.896,558.6048,WT iPSC,Rep 2
HNRNPDL,80.1,1.2795,1.5975,364.4737,80.38,1.2842,1.5977,364.574,92.5,1.4369,1.5535,366.7365,WT iPSC,Rep 2
HNRNPH1,73.77,0.7307,0.9905,146.8398,74.07,0.7336,0.9905,146.884,88.83,0.8191,0.9221,146.419,WT iPSC,Rep 2
HNRNPR,75.45,1.0649,1.4114,294.8765,75.75,1.0692,1.4114,294.9652,91.5,1.286,1.4056,301.1453,WT iPSC,Rep 2
HOMER2,26.07,0.0578,0.2218,8.5825,26.18,0.0581,0.2218,8.5851,34.63,0.0697,0.2014,8.5868,WT iPSC,Rep 2
HRAS,60.67,0.3012,0.4965,53.9167,60.92,0.3024,0.4965,53.9329,80.38,0.3769,0.4689,55.1926,WT iPSC,Rep 2
HRG,0.12,0.0012,1.008,0.0278,0.12,0.0012,1.008,0.0278,0.11,0.0002,0.1675,0.0193,WT iPSC,Rep 2
HSPB1,73.41,0.8505,1.1586,191.2461,73.7,0.8539,1.1586,191.3037,90.27,1.0124,1.1215,195.4726,WT iPSC,Rep 2
HSPB8,14.38,0.0252,0.1751,3.9712,14.44,0.0253,0.1751,3.9723,19.51,0.0314,0.1607,4.038,WT iPSC,Rep 2
HTT,59.71,0.2738,0.4585,41.5022,59.95,0.2749,0.4585,41.5147,75.32,0.3018,0.4007,41.1318,WT iPSC,Rep 2
IDH2,53.86,0.1935,0.3592,32.3816,54.08,0.1943,0.3592,32.3913,71.71,0.242,0.3375,33.0751,WT iPSC,Rep 2
IFIH1,3.16,0.0058,0.1827,0.8072,3.18,0.0058,0.1827,0.8075,4.22,0.0069,0.1631,0.8095,WT iPSC,Rep 2
IFT140,16.3,0.0339,0.2081,4.6206,16.37,0.0341,0.2081,4.622,21.01,0.0353,0.168,4.5102,WT iPSC,Rep 2
IGF2,0.8,0.01,1.2462,0.2041,0.8,0.01,1.2462,0.2042,0.67,0.0033,0.4915,0.1349,WT iPSC,Rep 2
IKBKB,30.64,0.0757,0.2472,10.8372,30.76,0.076,0.2472,10.8404,39.24,0.0786,0.2002,10.5239,WT iPSC,Rep 2
IKZF2,11.97,0.0245,0.2048,3.2567,12.02,0.0246,0.2048,3.2577,15.56,0.0276,0.1775,3.1996,WT iPSC,Rep 2
IKZF3,1.0,0.0018,0.175,0.2505,1.01,0.0018,0.175,0.2506,1.28,0.0019,0.1521,0.2409,WT iPSC,Rep 2
IMPDH1,35.32,0.0915,0.259,13.8155,35.46,0.0918,0.259,13.8197,47.14,0.1119,0.2375,13.9644,WT iPSC,Rep 2
IMPG1,0.32,0.0005,0.1512,0.0742,0.32,0.0005,0.1512,0.0742,0.39,0.0005,0.1157,0.0675,WT iPSC,Rep 2
INF2,34.64,0.0849,0.245,12.9341,34.78,0.0852,0.245,12.938,45.41,0.1008,0.222,12.8947,WT iPSC,Rep 2
INS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT iPSC,Rep 2
IRF2BPL,59.07,0.3031,0.5132,55.5961,59.31,0.3043,0.5132,55.6128,76.54,0.3631,0.4744,56.3876,WT iPSC,Rep 2
IRF4,2.12,0.0033,0.1537,0.501,2.13,0.0033,0.1537,0.5012,2.78,0.0036,0.1285,0.4915,WT iPSC,Rep 2
ISL1,0.36,0.0005,0.144,0.0835,0.36,0.0005,0.144,0.0835,0.5,0.0007,0.144,0.0867,WT iPSC,Rep 2
ITGA2B,28.23,0.0698,0.2472,9.9743,28.35,0.0701,0.2472,9.9773,37.63,0.0817,0.2172,10.0517,WT iPSC,Rep 2
ITGB3,0.28,0.0002,0.0789,0.0649,0.28,0.0002,0.0789,0.065,0.39,0.0003,0.0789,0.0675,WT iPSC,Rep 2
ITPR1,17.78,0.0379,0.2132,5.4279,17.85,0.0381,0.2132,5.4295,22.68,0.0417,0.1838,5.2716,WT iPSC,Rep 2
JAK1,53.7,0.2057,0.383,34.2836,53.92,0.2065,0.383,34.294,71.21,0.2543,0.3571,34.9062,WT iPSC,Rep 2
JPH2,1.48,0.0029,0.1926,0.3433,1.49,0.0029,0.1926,0.3434,2.0,0.0024,0.1198,0.3469,WT iPSC,Rep 2
KBTBD13,0.04,0.0001,0.151,0.0093,0.04,0.0001,0.151,0.0093,0.06,0.0001,0.151,0.0096,WT iPSC,Rep 2
KCNA1,1.44,0.0025,0.172,0.3526,1.45,0.0025,0.172,0.3527,1.89,0.0025,0.1313,0.3469,WT iPSC,Rep 2
