Gene_Symbol,Raw_Detection_Rate_%,Raw_Mean_Expr_All,Raw_Mean_Expr_Detected,Raw_Aggregated_CPM,LooseQC_Detection_Rate_%,LooseQC_Mean_Expr_All,LooseQC_Mean_Expr_Detected,LooseQC_Aggregated_CPM,StrongQC_Detection_Rate_%,StrongQC_Mean_Expr_All,StrongQC_Mean_Expr_Detected,StrongQC_Aggregated_CPM,Cell_Type,Replicate
TRAF3,0.2,0.0016,0.769,4.8213,2.71,0.0139,0.5113,4.8366,8.34,0.0318,0.3808,4.94,iPSC,Rep 1
TRAF7,1.54,0.0188,1.2192,75.7139,20.02,0.1779,0.8884,77.5429,59.41,0.4191,0.7054,80.4623,iPSC,Rep 1
TRIM8,0.34,0.0025,0.7161,8.6207,4.66,0.0234,0.5024,8.7802,14.48,0.0562,0.388,9.0803,iPSC,Rep 1
TRPM3,0.11,0.0008,0.7162,2.493,1.47,0.0077,0.524,2.5255,4.42,0.0161,0.3644,2.5202,iPSC,Rep 1
TRPM7,0.32,0.0024,0.7487,8.0035,4.34,0.0224,0.5167,8.1048,13.34,0.0532,0.3984,8.2841,iPSC,Rep 1
TRPV4,0.02,0.0001,0.6971,0.3925,0.24,0.0013,0.5553,0.4001,0.71,0.0024,0.3325,0.3877,iPSC,Rep 1
TRRAP,0.23,0.0016,0.7226,5.3576,3.06,0.0161,0.526,5.4672,9.21,0.0346,0.3761,5.4627,iPSC,Rep 1
TSPAN12,0.43,0.004,0.9359,10.967,5.64,0.0355,0.6296,10.8384,16.82,0.0718,0.4268,10.825,iPSC,Rep 1
TTR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,iPSC,Rep 1
TUBA1A,4.7,0.1454,3.0939,258.4185,38.53,0.7202,1.8692,214.9882,77.28,0.9461,1.2242,200.5448,iPSC,Rep 1
TUBA4A,1.16,0.0169,1.4572,35.6306,14.07,0.1406,0.9993,33.8372,37.12,0.2154,0.5802,31.6407,iPSC,Rep 1
TUBB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,iPSC,Rep 1
TUBB2A,3.12,0.0712,2.2838,189.093,33.6,0.5652,1.6822,183.1933,74.93,0.8558,1.1422,177.105,iPSC,Rep 1
TUBB2B,5.32,0.1613,3.032,526.5814,49.46,1.1665,2.3583,513.9948,87.84,1.6346,1.8608,505.4521,iPSC,Rep 1
TUBB3,0.07,0.0007,1.0075,1.5941,0.9,0.0057,0.632,1.5204,2.64,0.0102,0.3846,1.4747,iPSC,Rep 1
TUBB4A,0.19,0.0014,0.7478,4.5216,2.5,0.011,0.4391,4.4877,7.91,0.0289,0.365,4.7115,iPSC,Rep 1
TUBB4B,3.16,0.0702,2.2227,181.8776,34.93,0.5978,1.7115,176.6505,75.12,0.846,1.1262,166.9724,iPSC,Rep 1
TUBG1,2.17,0.0372,1.7162,127.717,26.27,0.3404,1.2955,128.646,69.32,0.6501,0.9379,129.5885,iPSC,Rep 1
UBA2,2.04,0.0334,1.6321,104.6085,24.98,0.3005,1.2032,104.6677,66.23,0.5577,0.842,104.3244,iPSC,Rep 1
UBTF,1.15,0.012,1.0466,40.5717,14.95,0.1091,0.7299,41.0105,44.63,0.2451,0.5492,41.9361,iPSC,Rep 1
UCHL1,4.3,0.1205,2.7992,413.7896,42.71,0.9212,2.1569,408.895,84.11,1.4045,1.6697,406.8673,iPSC,Rep 1
UMOD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,iPSC,Rep 1
UNC93B1,0.61,0.0048,0.7931,16.81,8.2,0.0487,0.5933,17.1443,24.87,0.1061,0.4269,17.4647,iPSC,Rep 1
VAPB,1.12,0.0121,1.0884,36.946,14.44,0.1104,0.7646,36.9869,42.27,0.2256,0.5338,37.2627,iPSC,Rep 1
VCAN,1.38,0.0154,1.115,60.3242,18.14,0.1468,0.8092,61.9319,53.0,0.3313,0.6252,62.7726,iPSC,Rep 1
VCL,1.16,0.0124,1.0646,47.2028,15.32,0.1151,0.7513,48.2542,45.39,0.26,0.5728,49.417,iPSC,Rep 1
VCP,3.09,0.0667,2.1559,162.218,34.86,0.5791,1.6611,157.1568,75.71,0.8139,1.0751,144.2284,iPSC,Rep 1
VPS35,1.45,0.0193,1.3284,53.3875,18.22,0.1712,0.9397,52.8892,50.77,0.3206,0.6315,52.1311,iPSC,Rep 1
VWF,0.01,0.0001,0.7928,0.2937,0.18,0.001,0.563,0.2977,0.54,0.0021,0.3914,0.2977,iPSC,Rep 1
WASHC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,iPSC,Rep 1
WDR37,0.08,0.0006,0.722,1.8218,1.08,0.0047,0.4396,1.8181,3.37,0.0115,0.3422,1.8763,iPSC,Rep 1
WFS1,0.23,0.002,0.8481,5.5404,3.06,0.0176,0.5735,5.5024,9.11,0.035,0.3839,5.4523,iPSC,Rep 1
WNT10A,0.0,0.0,3.1831,0.021,0.01,0.0,0.328,0.0096,0.02,0.0001,0.328,0.0104,iPSC,Rep 1
WNT5A,0.08,0.0005,0.6675,1.7559,1.06,0.0052,0.4898,1.7893,3.24,0.0119,0.3664,1.8174,iPSC,Rep 1
WRAP53,0.75,0.008,1.0747,20.5645,9.67,0.0742,0.7678,20.2908,27.65,0.1349,0.4877,19.7253,iPSC,Rep 1
YARS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,iPSC,Rep 1
YY1,1.87,0.0282,1.5112,116.9598,23.52,0.2612,1.1104,119.7537,67.24,0.5939,0.8832,123.9597,iPSC,Rep 1
ZBTB20,0.03,0.0003,1.0526,0.5963,0.33,0.0017,0.502,0.5538,1.0,0.0037,0.3703,0.5539,iPSC,Rep 1
ZCCHC8,0.32,0.0025,0.7834,7.8267,4.25,0.0232,0.547,7.9159,12.96,0.0528,0.4072,8.0348,iPSC,Rep 1
ZIC1,0.33,0.0022,0.6803,8.9593,4.49,0.0223,0.4966,9.2091,14.09,0.0573,0.4063,9.6376,iPSC,Rep 1
ZMIZ1,0.34,0.0025,0.7522,8.5069,4.5,0.0214,0.4758,8.5561,14.03,0.0525,0.3744,8.8622,iPSC,Rep 1
ZMYND8,1.26,0.0138,1.0932,49.0996,16.52,0.1281,0.7756,49.8931,48.79,0.2873,0.5889,50.9298,iPSC,Rep 1
ZNF292,0.51,0.0045,0.886,13.6697,6.7,0.0377,0.5627,13.636,20.24,0.0844,0.4169,13.7987,iPSC,Rep 1
ZSWIM6,0.2,0.0014,0.698,4.6654,2.67,0.0128,0.4801,4.7278,8.23,0.03,0.3648,4.8396,iPSC,Rep 1
AARS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,iPSC,Rep 2
ABCB6,0.01,0.0001,1.1074,0.1368,0.08,0.0004,0.5435,0.1261,0.25,0.001,0.4097,0.1293,iPSC,Rep 2
ABCC6,0.05,0.0003,0.543,1.1155,0.69,0.0029,0.4165,1.1414,2.32,0.0076,0.3273,1.1878,iPSC,Rep 2
ABCC8,0.01,0.0001,0.8408,0.2469,0.15,0.0008,0.5011,0.2428,0.48,0.0017,0.36,0.2382,iPSC,Rep 2
ABCC9,0.0,0.0,2.0717,0.0476,0.02,0.0002,0.8455,0.0347,0.05,0.0002,0.2959,0.0272,iPSC,Rep 2
ACAN,0.02,0.0002,0.7529,0.4522,0.28,0.0015,0.5245,0.4635,0.88,0.0028,0.3128,0.4493,iPSC,Rep 2
ACD,1.04,0.0101,0.9724,34.911,13.95,0.0996,0.7142,35.2912,44.17,0.2203,0.4988,35.7775,iPSC,Rep 2
ACO2,1.35,0.0172,1.2728,47.244,17.3,0.1554,0.8981,46.5126,50.99,0.2886,0.5661,45.2562,iPSC,Rep 2
ACOX1,0.43,0.0041,0.9505,10.9498,5.68,0.0342,0.6017,10.7642,18.14,0.0734,0.4048,10.7346,iPSC,Rep 2
ACTA1,0.04,0.0004,0.9132,1.1125,0.56,0.0036,0.6386,1.1098,1.74,0.0066,0.3819,1.0959,iPSC,Rep 2
ACTA2,0.03,0.0003,0.9955,0.6901,0.36,0.0024,0.667,0.6779,1.12,0.0047,0.4156,0.6671,iPSC,Rep 2
ACTB,13.23,0.5867,4.4348,3646.488,96.24,3.6627,3.8056,3593.8955,99.94,3.6545,3.6567,3488.7307,iPSC,Rep 2
ACTC1,0.18,0.0013,0.7045,4.4472,2.45,0.0125,0.5088,4.5151,8.03,0.0284,0.3541,4.6049,iPSC,Rep 2
ACTG1,8.62,0.3219,3.7347,1663.0065,72.77,2.2358,3.0724,1658.7926,96.92,2.7595,2.8473,1662.2782,iPSC,Rep 2
ACTL6A,1.81,0.0279,1.5408,76.8541,22.7,0.2636,1.1611,75.8321,62.71,0.4528,0.7221,73.2227,iPSC,Rep 2
ACTN1,1.54,0.0198,1.2889,66.1036,20.1,0.1954,0.9721,66.6254,58.78,0.3755,0.6389,65.8609,iPSC,Rep 2
ACTN2,0.07,0.0005,0.7119,1.4665,0.89,0.0043,0.4846,1.4661,2.93,0.01,0.3407,1.4907,iPSC,Rep 2
ACVR1,0.13,0.001,0.7481,2.9211,1.73,0.008,0.4637,2.8944,5.67,0.0185,0.3255,2.9406,iPSC,Rep 2
ADAR,1.12,0.0115,1.0276,42.4607,14.9,0.1033,0.6933,42.8583,47.42,0.2464,0.5195,43.8131,iPSC,Rep 2
ADCY5,0.57,0.0044,0.7851,15.9652,7.69,0.0436,0.5665,16.159,25.0,0.1022,0.4087,16.4865,iPSC,Rep 2
AFG3L2,1.56,0.0204,1.3089,71.5681,20.29,0.196,0.9661,72.1588,60.54,0.4045,0.6682,72.525,iPSC,Rep 2
AGO2,1.17,0.0116,0.987,49.24,15.83,0.1111,0.7015,50.3592,51.19,0.2812,0.5494,52.1585,iPSC,Rep 2
AICDA,0.0,0.0,0.5136,0.0506,0.03,0.0002,0.5136,0.0536,0.11,0.0004,0.3598,0.0545,iPSC,Rep 2
AKT3,0.24,0.0018,0.7427,5.8304,3.28,0.0156,0.474,5.8015,10.81,0.0375,0.3468,5.9289,iPSC,Rep 2
ALB,0.0,0.0,0.2474,0.0119,0.01,0.0,0.2474,0.0126,0.03,0.0001,0.2474,0.0136,iPSC,Rep 2
ALDH18A1,0.67,0.0057,0.8531,18.6067,9.07,0.0576,0.6346,18.7539,28.52,0.1194,0.4187,18.6035,iPSC,Rep 2
ALG5,1.25,0.0153,1.2206,43.5673,16.08,0.1375,0.8553,42.9813,48.36,0.2583,0.5341,42.3871,iPSC,Rep 2
ALG8,1.32,0.0168,1.2651,47.2708,16.99,0.1557,0.9163,46.604,49.81,0.28,0.5622,45.3583,iPSC,Rep 2
ALG9,0.05,0.0004,0.868,1.1334,0.66,0.0031,0.4682,1.0815,2.16,0.0075,0.3485,1.1027,iPSC,Rep 2
ALK,0.0,0.0,4.1303,0.0119,0.0,0.0001,2.7309,0.0032,0.0,0.0,0.0,0.0,iPSC,Rep 2
ALPK3,0.06,0.0004,0.6033,1.4308,0.88,0.0038,0.4293,1.4598,2.93,0.0096,0.3261,1.4975,iPSC,Rep 2
ALPL,1.13,0.011,0.9746,42.8385,15.2,0.1097,0.7219,43.574,48.46,0.2555,0.5273,44.6674,iPSC,Rep 2
ANK1,0.1,0.0008,0.8544,2.237,1.28,0.0058,0.4568,2.1629,4.19,0.0141,0.336,2.2021,iPSC,Rep 2
ANKRD26,0.27,0.0019,0.7167,6.4878,3.67,0.018,0.4893,6.5361,11.97,0.0417,0.3488,6.5994,iPSC,Rep 2
ANO5,0.11,0.001,0.86,2.6177,1.5,0.0074,0.4937,2.5255,4.83,0.0159,0.33,2.5152,iPSC,Rep 2
ANXA11,1.39,0.0165,1.1859,59.2142,18.31,0.1598,0.8728,59.9474,56.41,0.3476,0.6162,60.851,iPSC,Rep 2
AP1G1,0.48,0.0051,1.0501,12.3836,6.28,0.0379,0.603,12.0191,20.14,0.0845,0.4197,12.0552,iPSC,Rep 2
AP2M1,4.12,0.1214,2.9452,514.7166,41.85,0.9639,2.3033,515.0595,85.66,1.6045,1.8731,520.3766,iPSC,Rep 2
APP,2.22,0.0433,1.9556,125.526,25.79,0.3397,1.3173,122.8176,68.38,0.5946,0.8695,119.6021,iPSC,Rep 2
ARF1,2.73,0.0626,2.2906,242.6336,31.4,0.5523,1.7586,243.6993,78.55,1.0381,1.3216,246.3548,iPSC,Rep 2
ARHGAP29,0.41,0.003,0.7412,11.0212,5.59,0.0314,0.5618,11.2529,18.13,0.0726,0.4004,11.4323,iPSC,Rep 2
ASXL2,0.49,0.0033,0.6824,13.2195,6.73,0.0333,0.4956,13.4979,22.2,0.0856,0.3855,13.893,iPSC,Rep 2
ATL1,0.18,0.0022,1.2181,4.1854,2.22,0.0132,0.5956,3.7773,7.02,0.0251,0.3576,3.7064,iPSC,Rep 2
ATL3,0.5,0.0043,0.8613,13.0083,6.68,0.0397,0.5941,13.0123,21.44,0.0871,0.4062,13.0966,iPSC,Rep 2
ATP11A,0.37,0.0028,0.7633,9.2929,4.96,0.0255,0.5147,9.3296,15.96,0.0573,0.3588,9.3698,iPSC,Rep 2
ATP13A3,0.51,0.0038,0.7415,13.6003,6.95,0.0368,0.5305,13.7974,22.6,0.0864,0.3826,14.036,iPSC,Rep 2
ATP1A1,1.82,0.0277,1.5254,94.0448,23.01,0.2616,1.1371,94.4251,64.46,0.4901,0.7604,92.9936,iPSC,Rep 2
ATP1A2,0.08,0.0004,0.4781,1.7432,1.08,0.0044,0.4075,1.8193,3.61,0.0117,0.3247,1.8821,iPSC,Rep 2
ATP1A3,0.25,0.0036,1.4113,5.9821,2.88,0.0175,0.6065,5.0952,9.0,0.0328,0.3644,4.9623,iPSC,Rep 2
ATP2B2,0.0,0.0001,3.3501,0.0773,0.02,0.0002,1.2578,0.0315,0.04,0.0001,0.2512,0.0204,iPSC,Rep 2
ATXN2,0.63,0.0051,0.81,18.2914,8.55,0.0446,0.5222,18.4575,28.12,0.1141,0.4059,19.0221,iPSC,Rep 2
BACH2,0.05,0.0006,1.1257,1.1363,0.62,0.0029,0.4675,1.0216,2.05,0.0072,0.3509,1.0449,iPSC,Rep 2
BCL11B,0.2,0.0012,0.5979,4.813,2.79,0.0124,0.4454,4.9281,9.16,0.0305,0.3333,5.0099,iPSC,Rep 2
BEST1,0.2,0.0012,0.6076,4.6524,2.74,0.0125,0.4555,4.7673,9.15,0.0313,0.3424,4.9214,iPSC,Rep 2
BICRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,iPSC,Rep 2
BRAF,0.35,0.0027,0.7644,8.7129,4.71,0.0245,0.52,8.7463,15.4,0.0573,0.3718,8.9103,iPSC,Rep 2
BRD4,1.42,0.0167,1.1755,69.6881,18.61,0.1503,0.8075,70.7463,59.72,0.3849,0.6445,73.6243,iPSC,Rep 2
BRSK2,0.17,0.0012,0.7417,3.8879,2.26,0.01,0.441,3.8561,7.47,0.0254,0.3402,3.948,iPSC,Rep 2
BSCL2,0.07,0.0005,0.7473,1.5974,0.94,0.0043,0.454,1.5702,3.15,0.011,0.3489,1.6235,iPSC,Rep 2
C19orf12,0.48,0.0038,0.8005,12.5115,6.45,0.0349,0.5407,12.5488,21.07,0.0814,0.3862,12.8107,iPSC,Rep 2
C1QTNF5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,iPSC,Rep 2
C3,0.01,0.0001,0.6981,0.1993,0.13,0.0007,0.5865,0.2018,0.39,0.0013,0.3323,0.194,iPSC,Rep 2
C9orf72,0.42,0.0039,0.9324,10.3846,5.57,0.0366,0.6572,10.2692,17.29,0.0694,0.4015,9.9926,iPSC,Rep 2
CACNA1C,0.02,0.0002,1.6291,0.3302,0.17,0.0012,0.7342,0.2712,0.5,0.002,0.3971,0.2485,iPSC,Rep 2
CACNA1D,0.01,0.0001,0.5278,0.2618,0.16,0.0007,0.4366,0.2712,0.53,0.0016,0.2967,0.2723,iPSC,Rep 2
CACNA1E,0.0,0.0001,1.4685,0.0892,0.05,0.0003,0.6441,0.0757,0.14,0.0005,0.3324,0.0715,iPSC,Rep 2
CACNA1S,0.0,0.0,0.6293,0.0268,0.02,0.0001,0.6293,0.0284,0.05,0.0002,0.331,0.0272,iPSC,Rep 2
CALM1,4.9,0.1482,3.028,554.8154,49.15,1.205,2.4516,549.6508,89.55,1.7464,1.9502,541.5497,iPSC,Rep 2
CALM2,7.1,0.2424,3.4129,785.7376,62.6,1.7016,2.7184,754.8712,93.96,2.0814,2.2153,726.7881,iPSC,Rep 2
CALM3,3.15,0.0811,2.5704,307.4937,34.08,0.6593,1.9346,306.5569,80.54,1.1918,1.4798,309.8231,iPSC,Rep 2
CAMK2A,0.0,0.0,0.2801,0.0506,0.03,0.0001,0.2801,0.0536,0.12,0.0003,0.2801,0.0579,iPSC,Rep 2
CAPN3,0.0,0.0,0.766,0.0833,0.05,0.0003,0.5678,0.082,0.16,0.0005,0.3234,0.0783,iPSC,Rep 2
CAPN5,0.3,0.0021,0.6865,7.3564,4.09,0.0188,0.4597,7.4315,13.63,0.0483,0.3541,7.6885,iPSC,Rep 2
CARD11,0.3,0.002,0.6825,7.3862,4.11,0.0194,0.4726,7.5041,13.63,0.0492,0.3609,7.7293,iPSC,Rep 2
CASQ2,0.0,0.0,0.3875,0.0059,0.0,0.0,0.3875,0.0063,0.01,0.0001,0.3875,0.0068,iPSC,Rep 2
CASR,0.0,0.0,0.6178,0.0714,0.05,0.0003,0.6178,0.0757,0.14,0.0004,0.3119,0.0715,iPSC,Rep 2
CAV1,0.56,0.0047,0.8361,15.8967,7.63,0.0475,0.6224,16.0738,24.42,0.1025,0.4198,16.2244,iPSC,Rep 2
CAV3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,iPSC,Rep 2
CBL,0.57,0.0042,0.7355,15.9205,7.73,0.0386,0.5001,16.1148,25.58,0.1001,0.3912,16.6737,iPSC,Rep 2
CCM2,1.1,0.0102,0.9281,41.5029,14.82,0.0987,0.6665,42.3097,48.31,0.25,0.5174,43.905,iPSC,Rep 2
CCND2,1.63,0.0229,1.4027,84.2165,20.9,0.2094,1.0019,84.8905,62.98,0.4586,0.7283,86.3568,iPSC,Rep 2
CD164,1.21,0.0145,1.1953,41.3155,15.78,0.1378,0.873,40.9413,47.04,0.2524,0.5366,40.0591,iPSC,Rep 2
CD2AP,0.97,0.0087,0.8974,33.5783,13.11,0.0847,0.6456,34.2444,42.39,0.2059,0.4857,35.2023,iPSC,Rep 2
CD46,0.81,0.0084,1.0379,23.6161,10.7,0.0779,0.7281,23.4108,32.31,0.1453,0.4496,22.5822,iPSC,Rep 2
CDC42,3.46,0.0963,2.7839,264.0394,34.36,0.6381,1.8568,253.5555,80.04,1.0655,1.3313,251.1503,iPSC,Rep 2
CDH11,0.09,0.0006,0.7184,2.0644,1.23,0.0058,0.4761,2.0589,4.04,0.0139,0.3437,2.0965,iPSC,Rep 2
CDK4,2.25,0.0455,2.0242,211.5005,27.12,0.4201,1.5488,215.414,75.23,0.9142,1.2151,222.3262,iPSC,Rep 2
CEACAM16,0.0,0.0,0.3077,0.003,0.0,0.0,0.3077,0.0032,0.01,0.0,0.3077,0.0034,iPSC,Rep 2
CEBPA,0.08,0.0005,0.5578,1.8681,1.16,0.0051,0.4388,1.9233,3.82,0.012,0.3152,1.9604,iPSC,Rep 2
CEL,0.01,0.0001,0.4591,0.3272,0.21,0.0007,0.3604,0.3405,0.71,0.0022,0.3097,0.3608,iPSC,Rep 2
CEP85L,0.27,0.002,0.7365,6.8775,3.59,0.017,0.4749,6.8924,11.94,0.0438,0.3671,7.1439,iPSC,Rep 2
CFB,0.0,0.0,0.3399,0.003,0.0,0.0,0.3399,0.0032,0.01,0.0,0.3399,0.0034,iPSC,Rep 2
CFH,0.01,0.0,0.7094,0.1636,0.08,0.0005,0.6536,0.1703,0.26,0.0011,0.4384,0.1702,iPSC,Rep 2
CFI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,iPSC,Rep 2
CHAMP1,0.79,0.0073,0.9234,23.4197,10.56,0.0703,0.6657,23.477,33.47,0.1495,0.4466,23.6236,iPSC,Rep 2
CHCHD10,3.42,0.0902,2.6375,372.217,37.39,0.7825,2.0929,374.0178,81.92,1.3228,1.6148,376.3818,iPSC,Rep 2
CHD3,0.5,0.0049,0.9664,13.3742,6.56,0.0364,0.5548,12.9965,21.22,0.083,0.3913,13.1681,iPSC,Rep 2
CHD4,1.7,0.0252,1.4843,89.2853,21.26,0.2095,0.9855,89.3141,64.28,0.4728,0.7355,90.863,iPSC,Rep 2
CHMP2B,1.24,0.0146,1.1799,42.0978,16.22,0.1435,0.8844,41.9566,48.29,0.2652,0.5492,40.995,iPSC,Rep 2
CHN1,0.9,0.0093,1.0278,28.3428,11.8,0.0795,0.6737,27.9889,37.54,0.1767,0.4707,28.3477,iPSC,Rep 2
CHRNA4,0.04,0.0004,1.1437,0.8746,0.48,0.0025,0.5289,0.7945,1.54,0.0054,0.3496,0.7896,iPSC,Rep 2
CHRNB1,0.42,0.0034,0.7953,10.6613,5.71,0.0303,0.5302,10.6381,18.68,0.0709,0.3795,10.8401,iPSC,Rep 2
CHRNB2,0.01,0.0002,2.3973,0.2082,0.07,0.0004,0.4854,0.1167,0.23,0.0007,0.2849,0.1157,iPSC,Rep 2
CITED2,0.95,0.0103,1.0934,30.3894,12.29,0.0907,0.7376,29.9942,38.69,0.1966,0.5082,30.2128,iPSC,Rep 2
CLCN6,0.14,0.001,0.7306,3.2246,1.88,0.009,0.4759,3.2097,6.12,0.0201,0.3283,3.2333,iPSC,Rep 2
CLCN7,0.3,0.0022,0.7301,7.1958,4.04,0.0205,0.5076,7.2487,13.11,0.0464,0.3536,7.3209,iPSC,Rep 2
CNNM2,0.17,0.0012,0.7228,3.8998,2.26,0.011,0.4875,3.9191,7.39,0.0252,0.341,3.9821,iPSC,Rep 2
CNOT3,1.1,0.0106,0.9654,39.4265,14.75,0.105,0.7118,40.0711,46.9,0.2409,0.5136,40.8929,iPSC,Rep 2
COCH,0.24,0.0021,0.8886,5.6192,3.12,0.0178,0.5719,5.4925,9.95,0.0364,0.3658,5.4558,iPSC,Rep 2
COL10A1,0.0,0.0,1.206,0.0089,0.01,0.0001,1.206,0.0095,0.01,0.0,0.2953,0.0068,iPSC,Rep 2
COL11A1,0.09,0.0006,0.6536,2.0912,1.25,0.0055,0.4378,2.1219,4.09,0.013,0.3173,2.1476,iPSC,Rep 2
COL11A2,0.03,0.0002,0.6132,0.7466,0.47,0.0022,0.4622,0.7567,1.53,0.0051,0.3345,0.7692,iPSC,Rep 2
COL1A2,0.32,0.0022,0.6984,8.0674,4.4,0.023,0.5217,8.2419,14.1,0.0514,0.3647,8.2228,iPSC,Rep 2
COL4A3,0.0,0.0,0.553,0.0833,0.05,0.0002,0.3244,0.0851,0.18,0.0006,0.3244,0.0919,iPSC,Rep 2
COL4A4,0.03,0.0002,0.5887,0.6187,0.38,0.0017,0.4555,0.6401,1.26,0.0043,0.3388,0.6535,iPSC,Rep 2
COL5A2,0.15,0.0009,0.6172,3.5339,2.09,0.0096,0.4613,3.6101,6.82,0.0231,0.3392,3.6485,iPSC,Rep 2
COL6A1,1.17,0.0131,1.1207,40.9972,15.35,0.1184,0.7711,40.9035,46.73,0.2408,0.5153,40.3348,iPSC,Rep 2
COL6A2,0.74,0.0066,0.8866,22.0663,10.04,0.0643,0.6398,22.3167,31.61,0.1393,0.4407,22.2146,iPSC,Rep 2
COL6A3,0.02,0.0001,0.6949,0.473,0.29,0.0014,0.4858,0.4761,0.95,0.0031,0.3271,0.4765,iPSC,Rep 2
COMP,0.0,0.0,0.6386,0.0535,0.04,0.0002,0.6386,0.0568,0.1,0.0003,0.2804,0.0511,iPSC,Rep 2
CPOX,0.64,0.0055,0.8462,17.9017,8.76,0.0538,0.6146,18.076,27.99,0.1164,0.4157,18.1814,iPSC,Rep 2
CRX,0.0,0.0,0.6802,0.0625,0.04,0.0002,0.5608,0.0631,0.12,0.0004,0.3838,0.0579,iPSC,Rep 2
CSDE1,2.85,0.0685,2.4043,270.7057,32.1,0.5817,1.8122,271.9341,78.68,1.0883,1.3833,275.0224,iPSC,Rep 2
CSNK2A1,1.74,0.0257,1.4756,82.6756,22.02,0.2369,1.0756,82.469,64.2,0.4693,0.731,82.4598,iPSC,Rep 2
CSNK2B,2.5,0.0533,2.1307,197.4004,29.23,0.4696,1.6066,197.8204,75.77,0.8828,1.1651,199.5398,iPSC,Rep 2
CSRP3,0.0,0.0,0.3383,0.003,0.0,0.0,0.3383,0.0032,0.01,0.0,0.3383,0.0034,iPSC,Rep 2
CTLA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,iPSC,Rep 2
CTNND1,0.82,0.007,0.8487,26.3052,11.15,0.0638,0.5725,26.6962,36.53,0.1627,0.4454,27.5547,iPSC,Rep 2
CTR9,0.69,0.0065,0.9439,19.1213,9.17,0.0615,0.6702,19.0692,28.72,0.1275,0.444,18.8894,iPSC,Rep 2
CUX2,0.07,0.0004,0.6026,1.5201,0.93,0.0041,0.4376,1.545,3.04,0.0099,0.3262,1.569,iPSC,Rep 2
CXCR4,0.03,0.0004,1.2428,0.6961,0.37,0.0021,0.571,0.6211,1.19,0.0045,0.3784,0.6126,iPSC,Rep 2
CYFIP2,0.49,0.0043,0.8772,13.0619,6.56,0.0361,0.5501,12.9524,21.22,0.0809,0.3815,13.1273,iPSC,Rep 2
DCC,0.02,0.0005,2.6758,0.4046,0.13,0.0009,0.6662,0.2112,0.39,0.0013,0.3348,0.194,iPSC,Rep 2
DCTN1,0.92,0.0103,1.1158,28.4232,11.9,0.079,0.6635,27.8439,37.78,0.1783,0.4718,28.1094,iPSC,Rep 2
DDR2,0.01,0.0001,1.2946,0.1636,0.08,0.0003,0.3803,0.1356,0.27,0.0008,0.2861,0.1395,iPSC,Rep 2
DES,0.06,0.0004,0.5908,1.4635,0.89,0.0041,0.4632,1.4977,2.95,0.0099,0.3364,1.5316,iPSC,Rep 2
DHX30,1.32,0.0165,1.2499,47.5921,17.08,0.1509,0.8839,47.099,50.97,0.2893,0.5676,46.3147,iPSC,Rep 2
DIAPH1,0.81,0.0063,0.7735,26.3111,11.16,0.0631,0.5653,26.9516,36.65,0.1616,0.441,27.8916,iPSC,Rep 2
DNAJB11,1.69,0.0249,1.4695,79.1446,21.4,0.2285,1.0681,78.8621,61.38,0.4242,0.6911,78.219,iPSC,Rep 2
DNAJB6,3.52,0.0943,2.676,358.8309,37.97,0.7903,2.0812,358.5178,82.97,1.326,1.5982,358.7721,iPSC,Rep 2
DNAJC5,0.41,0.0032,0.779,10.3995,5.52,0.0291,0.5278,10.3922,17.9,0.0657,0.367,10.5202,iPSC,Rep 2
DNM1,0.24,0.002,0.8297,5.64,3.12,0.0148,0.4736,5.4956,10.21,0.0347,0.3398,5.5783,iPSC,Rep 2
DNM1L,0.95,0.0093,0.974,30.8148,12.58,0.083,0.6593,30.8297,40.1,0.1877,0.4682,31.3053,iPSC,Rep 2
DNM2,0.88,0.0081,0.9219,26.8704,11.89,0.0798,0.6713,27.1313,37.57,0.1722,0.4582,27.2517,iPSC,Rep 2
DPF2,0.97,0.0103,1.0602,30.1217,12.84,0.0979,0.7621,29.9816,39.29,0.1889,0.4808,29.5219,iPSC,Rep 2
DSC2,0.66,0.0051,0.7715,19.0797,9.04,0.05,0.5526,19.3939,29.6,0.1223,0.4131,19.9138,iPSC,Rep 2
