Gene_Symbol,Raw_Detection_Rate_%,Raw_Mean_Expr_All,Raw_Mean_Expr_Detected,Raw_Aggregated_CPM,LooseQC_Detection_Rate_%,LooseQC_Mean_Expr_All,LooseQC_Mean_Expr_Detected,LooseQC_Aggregated_CPM,StrongQC_Detection_Rate_%,StrongQC_Mean_Expr_All,StrongQC_Mean_Expr_Detected,StrongQC_Aggregated_CPM,Cell_Type,Replicate
COL10A1,0.0,0.0,2.0262,0.0097,0.01,0.0,0.6765,0.0056,0.01,0.0001,0.6765,0.0057,Day 7 Neuron,Rep 1
COL11A1,0.01,0.0001,0.9895,0.3698,0.37,0.0016,0.4424,0.3629,0.56,0.0025,0.4424,0.3712,Day 7 Neuron,Rep 1
COL11A2,0.02,0.0003,1.1131,0.8954,0.93,0.0057,0.6158,0.8766,1.34,0.0069,0.5177,0.8508,Day 7 Neuron,Rep 1
COL1A2,0.02,0.0003,1.3206,0.9489,0.78,0.0045,0.581,0.9157,1.15,0.0058,0.5061,0.9079,Day 7 Neuron,Rep 1
COL4A3,0.0,0.0,4.3422,0.0097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day 7 Neuron,Rep 1
COL4A4,0.0,0.0,1.7116,0.0925,0.08,0.0003,0.3908,0.0726,0.12,0.0005,0.3908,0.0742,Day 7 Neuron,Rep 1
COL5A2,0.06,0.0006,1.0499,2.3018,2.19,0.0117,0.5357,2.3228,3.23,0.0159,0.4925,2.3184,Day 7 Neuron,Rep 1
COL6A1,1.51,0.0264,1.7507,128.0831,52.26,0.5228,1.0004,132.6317,75.89,0.7,0.9224,133.1884,Day 7 Neuron,Rep 1
COL6A2,0.1,0.0014,1.4015,4.6717,3.61,0.023,0.6388,4.5003,5.22,0.0283,0.5421,4.4427,Day 7 Neuron,Rep 1
COL6A3,0.02,0.0003,1.086,0.8857,0.9,0.0047,0.5236,0.8487,1.33,0.0061,0.4594,0.8451,Day 7 Neuron,Rep 1
COMP,0.01,0.0001,0.782,0.2725,0.32,0.002,0.6348,0.2959,0.48,0.0031,0.6348,0.3026,Day 7 Neuron,Rep 1
CPOX,0.22,0.0023,1.0502,8.4675,8.32,0.0446,0.5356,8.3642,12.36,0.0602,0.4872,8.3771,Day 7 Neuron,Rep 1
CRX,0.01,0.0001,0.5734,0.365,0.43,0.0021,0.4872,0.4076,0.65,0.0029,0.4552,0.4111,Day 7 Neuron,Rep 1
CSDE1,2.9,0.0857,2.9609,529.457,68.08,1.3217,1.9415,546.8309,92.0,1.6833,1.8298,550.8612,Day 7 Neuron,Rep 1
CSNK2A1,1.61,0.0279,1.7394,138.0932,54.2,0.5498,1.0145,141.6157,78.73,0.7372,0.9363,142.4906,Day 7 Neuron,Rep 1
CSNK2B,1.91,0.0401,2.0949,178.2506,58.36,0.6726,1.1525,178.5956,83.12,0.8698,1.0464,179.0312,Day 7 Neuron,Rep 1
CSRP3,0.0,0.0,1.1822,0.146,0.1,0.0004,0.393,0.134,0.16,0.0006,0.393,0.137,Day 7 Neuron,Rep 1
CTLA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day 7 Neuron,Rep 1
CTNND1,0.63,0.0066,1.0538,30.7166,24.96,0.1491,0.5976,32.1724,37.21,0.2089,0.5615,32.4919,Day 7 Neuron,Rep 1
CTR9,1.07,0.014,1.3056,75.4581,41.01,0.3361,0.8195,79.8895,60.7,0.468,0.771,80.6759,Day 7 Neuron,Rep 1
CUX2,0.17,0.0014,0.844,6.7643,7.0,0.0354,0.5059,7.1134,10.42,0.0482,0.4624,7.1437,Day 7 Neuron,Rep 1
CXCR4,0.27,0.0039,1.4525,14.6819,9.12,0.0671,0.7358,14.2436,13.37,0.0888,0.6646,14.2702,Day 7 Neuron,Rep 1
CYFIP2,0.9,0.0111,1.2326,54.7078,34.5,0.2467,0.7152,57.1309,51.09,0.3406,0.6668,57.6347,Day 7 Neuron,Rep 1
DCC,0.64,0.0084,1.312,45.9921,24.6,0.2006,0.8155,48.7891,36.16,0.2729,0.7547,49.0805,Day 7 Neuron,Rep 1
DCTN1,1.82,0.0388,2.1347,192.6356,56.66,0.6924,1.222,197.669,81.05,0.9138,1.1274,198.8632,Day 7 Neuron,Rep 1
DDR2,0.12,0.001,0.8488,5.9613,5.13,0.0294,0.5741,6.5104,7.66,0.0421,0.5495,6.5783,Day 7 Neuron,Rep 1
DES,0.0,0.0,1.8722,0.1119,0.08,0.0004,0.4522,0.0949,0.12,0.0005,0.4522,0.0971,Day 7 Neuron,Rep 1
DHX30,1.36,0.0215,1.5802,87.77,46.95,0.4027,0.8576,87.4608,67.85,0.5181,0.7636,87.1572,Day 7 Neuron,Rep 1
DIAPH1,0.4,0.0038,0.9351,17.4265,16.21,0.0903,0.5568,18.3252,24.16,0.1254,0.519,18.4673,Day 7 Neuron,Rep 1
DNAJB11,1.58,0.028,1.7757,116.8904,51.44,0.487,0.9467,115.8476,74.41,0.6387,0.8584,116.0802,Day 7 Neuron,Rep 1
DNAJB6,3.1,0.0902,2.9102,429.8374,69.06,1.2367,1.7909,422.8314,92.07,1.5138,1.6442,423.0405,Day 7 Neuron,Rep 1
DNAJC5,0.78,0.0098,1.257,40.0795,28.68,0.1882,0.6564,40.1178,42.35,0.2543,0.6005,40.2866,Day 7 Neuron,Rep 1
DNM1,1.04,0.0143,1.3743,62.3091,38.13,0.2922,0.7663,63.4068,55.81,0.3879,0.695,63.5392,Day 7 Neuron,Rep 1
DNM1L,1.43,0.0222,1.5479,112.4523,51.36,0.4779,0.9305,116.8805,75.11,0.648,0.8627,117.6848,Day 7 Neuron,Rep 1
DNM2,0.54,0.006,1.1264,24.692,20.61,0.1256,0.6096,25.193,30.53,0.1707,0.5591,25.2969,Day 7 Neuron,Rep 1
DPF2,0.9,0.0118,1.3168,45.34,32.56,0.2233,0.6859,44.8694,47.8,0.2956,0.6185,44.8663,Day 7 Neuron,Rep 1
DSC2,0.23,0.0023,1.008,9.3872,8.82,0.0478,0.542,9.5423,13.15,0.0662,0.5032,9.6105,Day 7 Neuron,Rep 1
DSPP,0.0,0.0,1.1739,0.0584,0.06,0.0002,0.3909,0.0558,0.09,0.0004,0.3909,0.0571,Day 7 Neuron,Rep 1
EED,0.49,0.0056,1.1372,21.159,18.51,0.1122,0.6063,21.0723,27.26,0.1476,0.5415,21.0255,Day 7 Neuron,Rep 1
EEF1A2,0.66,0.0083,1.2586,33.5342,24.65,0.1642,0.6661,33.8587,36.14,0.2155,0.5963,33.8282,Day 7 Neuron,Rep 1
EFEMP1,0.04,0.0006,1.4942,1.5183,1.39,0.0075,0.5347,1.3233,2.05,0.0097,0.4744,1.3134,Day 7 Neuron,Rep 1
EGFR,0.07,0.0006,0.8536,2.623,2.66,0.0127,0.4766,2.7471,4.01,0.0191,0.4763,2.7924,Day 7 Neuron,Rep 1
EGR2,0.0,0.0,1.7217,0.0195,0.02,0.0001,0.7827,0.0168,0.03,0.0002,0.7827,0.0171,Day 7 Neuron,Rep 1
EIF2S3,1.29,0.0197,1.5262,83.8915,45.78,0.3765,0.8226,84.8588,66.89,0.5007,0.7485,85.1072,Day 7 Neuron,Rep 1
ELANE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day 7 Neuron,Rep 1
ELOVL4,1.2,0.0172,1.4377,76.5335,42.74,0.3457,0.8088,77.5723,62.73,0.4658,0.7425,77.9749,Day 7 Neuron,Rep 1
ELP4,0.22,0.002,0.9156,8.6038,8.68,0.0458,0.5281,8.9058,12.95,0.0635,0.49,8.971,Day 7 Neuron,Rep 1
EMC1,0.51,0.0053,1.0514,22.9547,20.01,0.118,0.5899,23.8529,29.88,0.1663,0.5564,24.092,Day 7 Neuron,Rep 1
EPCAM,0.14,0.0039,2.7835,5.3725,2.87,0.0178,0.6201,3.0542,4.15,0.0213,0.5138,2.9979,Day 7 Neuron,Rep 1
EPHB4,0.02,0.0004,1.6331,0.9149,0.8,0.0043,0.5419,0.7538,1.16,0.0053,0.4513,0.7423,Day 7 Neuron,Rep 1
ETS1,0.02,0.0002,0.9744,0.6813,0.65,0.0033,0.502,0.6924,0.98,0.0047,0.4782,0.7024,Day 7 Neuron,Rep 1
EZH2,0.89,0.0122,1.3619,55.2139,33.07,0.2575,0.7786,56.7568,48.53,0.3456,0.712,56.9323,Day 7 Neuron,Rep 1
F11,0.0,0.0,1.1402,0.1022,0.11,0.0007,0.6706,0.1005,0.15,0.0007,0.4508,0.0914,Day 7 Neuron,Rep 1
F12,0.19,0.0023,1.2131,7.8105,7.06,0.0388,0.5497,7.4596,10.42,0.0506,0.4859,7.4463,Day 7 Neuron,Rep 1
F2,0.0,0.0,0.9006,0.0195,0.02,0.0002,0.9006,0.0223,0.04,0.0003,0.9006,0.0228,Day 7 Neuron,Rep 1
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day 7 Neuron,Rep 1
FAM111B,0.03,0.0003,1.1005,1.3383,1.05,0.006,0.5665,1.368,1.58,0.0086,0.5435,1.3876,Day 7 Neuron,Rep 1
FAR1,0.55,0.0055,1.0125,25.057,21.49,0.1282,0.5965,25.9412,31.9,0.1757,0.551,26.0392,Day 7 Neuron,Rep 1
FBLN5,0.0,0.0001,2.2529,0.1168,0.09,0.0007,0.7869,0.0782,0.12,0.0008,0.6575,0.0742,Day 7 Neuron,Rep 1
FBXO38,0.43,0.0043,1.0114,18.0202,16.69,0.0942,0.5642,18.4146,24.82,0.1296,0.5223,18.5073,Day 7 Neuron,Rep 1
FGA,0.0,0.0,0.4564,0.0146,0.02,0.0001,0.4564,0.0168,0.03,0.0001,0.4564,0.0171,Day 7 Neuron,Rep 1
FGB,0.0,0.0,0.7948,0.0341,0.04,0.0001,0.3576,0.0335,0.06,0.0002,0.3576,0.0343,Day 7 Neuron,Rep 1
FGF12,0.56,0.0065,1.1498,29.0328,21.5,0.1376,0.64,29.7715,31.85,0.1873,0.588,29.9508,Day 7 Neuron,Rep 1
FGF8,0.01,0.0002,1.5393,0.4915,0.46,0.0028,0.6036,0.4299,0.67,0.0034,0.5065,0.4226,Day 7 Neuron,Rep 1
FGF9,0.64,0.0068,1.0656,34.9406,25.22,0.1638,0.6495,36.924,37.6,0.2303,0.6124,37.3457,Day 7 Neuron,Rep 1
FGFR2,0.06,0.0007,1.0864,2.4721,2.4,0.0122,0.5101,2.4791,3.59,0.0171,0.4769,2.5011,Day 7 Neuron,Rep 1
FGFR3,0.0,0.0001,1.7832,0.1363,0.11,0.0005,0.4752,0.1061,0.17,0.0008,0.4752,0.1085,Day 7 Neuron,Rep 1
FGG,0.0,0.0,0.7608,0.0584,0.04,0.0003,0.7608,0.067,0.06,0.0004,0.7608,0.0685,Day 7 Neuron,Rep 1
FHOD3,0.37,0.0036,0.9838,16.2391,14.45,0.0824,0.5701,16.8177,21.55,0.1149,0.533,16.9598,Day 7 Neuron,Rep 1
FLI1,0.0,0.0,1.8731,0.0097,0.01,0.0,0.3256,0.0056,0.01,0.0,0.3256,0.0057,Day 7 Neuron,Rep 1
FLT4,0.01,0.0001,1.1361,0.3163,0.34,0.0019,0.5606,0.3127,0.5,0.0023,0.4704,0.3084,Day 7 Neuron,Rep 1
FN1,0.12,0.0011,0.877,4.7496,5.1,0.0289,0.5664,5.0364,7.63,0.0409,0.537,5.0765,Day 7 Neuron,Rep 1
FOXA2,0.0,0.0001,3.1493,0.1022,0.05,0.0002,0.3748,0.0447,0.07,0.0003,0.3748,0.0457,Day 7 Neuron,Rep 1
FOXE3,0.0,0.0,0.8337,0.0341,0.04,0.0001,0.3865,0.0335,0.06,0.0002,0.3865,0.0343,Day 7 Neuron,Rep 1
FOXJ1,0.01,0.0001,1.6581,0.1898,0.16,0.0012,0.7401,0.1619,0.22,0.0011,0.4917,0.1485,Day 7 Neuron,Rep 1
FOXN1,0.0,0.0,0.314,0.0097,0.01,0.0,0.314,0.0112,0.02,0.0001,0.314,0.0114,Day 7 Neuron,Rep 1
FTH1,9.62,0.4065,4.2243,2707.137,95.43,3.2111,3.365,2646.3198,99.17,3.1702,3.1968,2597.1282,Day 7 Neuron,Rep 1
FUS,2.63,0.0706,2.6864,335.9796,66.87,1.0679,1.5971,336.3309,91.51,1.3408,1.4651,336.8312,Day 7 Neuron,Rep 1
FXYD2,0.0,0.0,0.6883,0.1509,0.18,0.0009,0.5002,0.1619,0.26,0.0011,0.4183,0.1599,Day 7 Neuron,Rep 1
GABBR2,0.89,0.0104,1.169,59.1022,34.96,0.2599,0.7436,63.2561,51.95,0.3649,0.7025,63.9674,Day 7 Neuron,Rep 1
GABRA1,0.01,0.0001,0.9595,0.3017,0.29,0.0014,0.4971,0.3127,0.43,0.0019,0.4483,0.3141,Day 7 Neuron,Rep 1
GABRB2,0.01,0.0001,0.8301,0.3309,0.33,0.0015,0.443,0.3406,0.51,0.0023,0.443,0.3483,Day 7 Neuron,Rep 1
GABRB3,1.55,0.0265,1.7133,173.2771,55.94,0.6225,1.1128,186.245,82.27,0.8736,1.0619,188.7445,Day 7 Neuron,Rep 1
GABRD,0.11,0.0011,1.0385,4.7301,4.37,0.0254,0.5829,4.9024,6.53,0.036,0.5521,4.9509,Day 7 Neuron,Rep 1
GABRG2,0.04,0.0004,0.8372,1.6546,1.74,0.0085,0.4896,1.7365,2.61,0.012,0.4587,1.7531,Day 7 Neuron,Rep 1
GANAB,0.64,0.0076,1.1768,31.1692,24.41,0.1473,0.6033,31.6364,36.28,0.2038,0.5617,31.8581,Day 7 Neuron,Rep 1
GARS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day 7 Neuron,Rep 1
GBA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day 7 Neuron,Rep 1
GDAP1,1.61,0.0285,1.7635,132.6575,54.02,0.5486,1.0156,134.7702,77.99,0.7231,0.9272,135.2099,Day 7 Neuron,Rep 1
GDF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day 7 Neuron,Rep 1
GFAP,0.0,0.0,1.4668,0.0973,0.09,0.0003,0.3874,0.0782,0.13,0.0005,0.3874,0.0799,Day 7 Neuron,Rep 1
GFI1B,0.0,0.0,0.3068,0.0146,0.02,0.0001,0.3068,0.0168,0.03,0.0001,0.3068,0.0171,Day 7 Neuron,Rep 1
GGCX,0.57,0.0066,1.1481,29.5146,21.88,0.1412,0.6453,30.3522,32.41,0.1927,0.5948,30.5276,Day 7 Neuron,Rep 1
GJB3,0.0,0.0,1.639,0.0243,0.02,0.0002,1.0186,0.0223,0.03,0.0001,0.4943,0.0171,Day 7 Neuron,Rep 1
GJB6,0.0,0.0,2.4247,0.0049,0.01,0.0001,2.4247,0.0056,0.0,0.0,0.0,0.0,Day 7 Neuron,Rep 1
GLUD1,0.96,0.0118,1.2336,54.9463,36.47,0.2567,0.7041,56.902,54.03,0.3542,0.6556,57.3605,Day 7 Neuron,Rep 1
GLUL,1.16,0.0166,1.4371,72.5285,41.65,0.3248,0.7797,73.6973,61.21,0.439,0.7172,74.0862,Day 7 Neuron,Rep 1
GMNN,0.59,0.0081,1.3704,31.1302,21.45,0.1454,0.6777,30.8212,31.69,0.1968,0.6209,30.973,Day 7 Neuron,Rep 1
GNAI1,1.3,0.0206,1.5841,89.6776,44.64,0.3857,0.864,90.1744,65.02,0.5106,0.7853,90.4921,Day 7 Neuron,Rep 1
GNAO1,1.23,0.0201,1.6352,116.832,44.4,0.4439,0.9997,124.1727,65.1,0.6118,0.9397,125.4965,Day 7 Neuron,Rep 1
GNAT1,0.0,0.0,0.4082,0.0146,0.02,0.0001,0.4082,0.0168,0.03,0.0001,0.4082,0.0171,Day 7 Neuron,Rep 1
GNB1,1.86,0.0406,2.1816,229.041,57.63,0.7501,1.3016,238.5294,82.41,0.9982,1.2112,240.5774,Day 7 Neuron,Rep 1
GNB4,0.63,0.007,1.1113,31.9721,24.25,0.1545,0.6372,33.01,35.92,0.2109,0.5871,33.2057,Day 7 Neuron,Rep 1
GP1BA,0.02,0.0001,0.6882,0.6764,0.78,0.0037,0.479,0.737,1.17,0.0054,0.4605,0.7481,Day 7 Neuron,Rep 1
GREM1,0.08,0.001,1.2218,2.9198,2.84,0.0165,0.5801,2.7024,4.12,0.02,0.4862,2.6382,Day 7 Neuron,Rep 1
GRHL2,0.0,0.0001,2.879,0.0633,0.04,0.0002,0.5761,0.0335,0.06,0.0003,0.5761,0.0343,Day 7 Neuron,Rep 1
GRIA1,0.01,0.0001,0.9129,0.3844,0.38,0.0021,0.5416,0.3964,0.57,0.0029,0.503,0.3997,Day 7 Neuron,Rep 1
GRIA2,0.44,0.0049,1.1179,22.9012,17.19,0.116,0.6748,23.8139,25.46,0.1592,0.6251,23.9607,Day 7 Neuron,Rep 1
GRIA4,1.32,0.0217,1.6521,121.7276,47.38,0.4881,1.0302,128.7567,69.32,0.6704,0.9671,129.905,Day 7 Neuron,Rep 1
GRIN1,0.02,0.0002,1.0443,0.803,0.82,0.0044,0.5351,0.7817,1.22,0.0059,0.4808,0.7823,Day 7 Neuron,Rep 1
GRIN2D,0.09,0.0008,0.9093,3.2459,3.5,0.0179,0.511,3.3669,5.19,0.0238,0.4586,3.3691,Day 7 Neuron,Rep 1
GRN,0.8,0.0102,1.2733,43.0918,29.99,0.2042,0.681,43.8867,44.26,0.2761,0.6238,44.0897,Day 7 Neuron,Rep 1
GSDME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day 7 Neuron,Rep 1
GUCA1A,0.03,0.0004,1.3505,1.202,1.08,0.0054,0.5007,1.1223,1.62,0.0075,0.4636,1.1307,Day 7 Neuron,Rep 1
GUCY2D,0.0,0.0,0.4903,0.0146,0.02,0.0001,0.4903,0.0168,0.03,0.0001,0.4903,0.0171,Day 7 Neuron,Rep 1
H1-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day 7 Neuron,Rep 1
H3-3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day 7 Neuron,Rep 1
H4C5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day 7 Neuron,Rep 1
HAND1,0.0,0.0,0.7465,0.0341,0.03,0.0002,0.7465,0.0391,0.05,0.0003,0.7465,0.04,Day 7 Neuron,Rep 1
HAND2,0.0,0.0,1.4727,0.0584,0.05,0.0002,0.3911,0.0447,0.07,0.0003,0.3911,0.0457,Day 7 Neuron,Rep 1
HBA1,0.01,0.0001,1.4407,0.365,0.35,0.003,0.8665,0.3518,0.51,0.0041,0.7979,0.3483,Day 7 Neuron,Rep 1
HBB,0.0,0.0,0.6677,0.0876,0.1,0.0005,0.4887,0.0949,0.16,0.0008,0.4887,0.0971,Day 7 Neuron,Rep 1
HCN1,0.02,0.0002,0.6679,0.8711,1.0,0.0046,0.4616,0.9548,1.51,0.0067,0.446,0.9708,Day 7 Neuron,Rep 1
HCN4,0.28,0.0024,0.8392,11.6258,11.53,0.0593,0.5144,12.3229,17.24,0.0832,0.4826,12.4372,Day 7 Neuron,Rep 1
HECW2,0.32,0.0028,0.8746,13.7183,13.01,0.0683,0.5252,14.3441,19.42,0.0957,0.4927,14.47,Day 7 Neuron,Rep 1
HEPACAM,0.0,0.0,2.2969,0.0389,0.03,0.0001,0.4891,0.0279,0.05,0.0002,0.4891,0.0286,Day 7 Neuron,Rep 1
HMGA2,0.08,0.0013,1.5846,3.4113,2.67,0.0142,0.5293,3.004,4.0,0.0202,0.5048,3.0379,Day 7 Neuron,Rep 1
HNRNPA2B1,4.11,0.137,3.3292,702.3595,75.58,1.6591,2.1952,693.12,95.29,1.9495,2.046,692.7007,Day 7 Neuron,Rep 1
HNRNPD,2.18,0.0537,2.4599,295.0047,62.61,0.9207,1.4705,304.929,88.92,1.2274,1.3803,307.6227,Day 7 Neuron,Rep 1
HNRNPDL,3.66,0.1149,3.1416,566.4659,73.44,1.4788,2.0137,558.5397,94.52,1.7564,1.8582,558.1876,Day 7 Neuron,Rep 1
HNRNPH1,2.63,0.0759,2.8817,284.5226,62.33,0.8926,1.4319,271.8744,85.2,1.0867,1.2755,270.9965,Day 7 Neuron,Rep 1
HNRNPR,2.37,0.0584,2.4589,278.9456,64.3,0.9355,1.4549,279.0325,89.33,1.1898,1.3319,279.6534,Day 7 Neuron,Rep 1
HOMER2,0.32,0.0033,1.0416,13.6891,12.43,0.0686,0.5518,13.998,18.54,0.0959,0.517,14.1103,Day 7 Neuron,Rep 1
HRAS,1.83,0.0368,2.0094,171.0824,57.22,0.6438,1.1251,172.8166,81.9,0.8406,1.0263,173.4978,Day 7 Neuron,Rep 1
HRG,0.0,0.0,0.7162,0.0049,0.01,0.0,0.7162,0.0056,0.01,0.0001,0.7162,0.0057,Day 7 Neuron,Rep 1
HSPB1,0.84,0.0174,2.0633,74.8303,26.37,0.2769,1.05,75.1602,38.19,0.3695,0.9674,75.6166,Day 7 Neuron,Rep 1
HSPB8,0.01,0.0001,1.2312,0.511,0.43,0.0022,0.5001,0.4858,0.64,0.0028,0.4326,0.4854,Day 7 Neuron,Rep 1
HTT,0.85,0.01,1.1838,44.3084,32.44,0.2279,0.7025,45.7461,47.6,0.3024,0.6352,45.7114,Day 7 Neuron,Rep 1
IDH2,1.26,0.0213,1.6923,92.9576,42.35,0.3839,0.9065,93.4296,61.48,0.5061,0.8232,93.7926,Day 7 Neuron,Rep 1
IFIH1,0.01,0.0001,0.7996,0.3066,0.32,0.0016,0.5109,0.335,0.49,0.0025,0.5109,0.3426,Day 7 Neuron,Rep 1
IFT140,0.16,0.0016,1.0142,6.2046,6.36,0.0336,0.5281,6.2927,9.39,0.0445,0.4735,6.2757,Day 7 Neuron,Rep 1
IGF2,0.05,0.0005,1.0388,2.1169,2.02,0.0111,0.5503,2.1608,2.99,0.0151,0.5031,2.1699,Day 7 Neuron,Rep 1
IKBKB,0.19,0.0015,0.8093,7.5867,7.96,0.0428,0.5376,8.1352,11.83,0.0587,0.4961,8.1601,Day 7 Neuron,Rep 1
IKZF2,0.05,0.0003,0.713,1.7811,2.02,0.0097,0.4805,1.9152,3.04,0.0143,0.4709,1.9415,Day 7 Neuron,Rep 1
IKZF3,0.01,0.0001,0.7966,0.2968,0.33,0.0018,0.542,0.3127,0.51,0.0028,0.542,0.3198,Day 7 Neuron,Rep 1
IMPDH1,0.69,0.0083,1.1915,35.0136,26.11,0.1632,0.6251,35.5672,38.79,0.2253,0.5808,35.8325,Day 7 Neuron,Rep 1
IMPG1,0.01,0.0001,0.7858,0.3163,0.36,0.002,0.5505,0.3406,0.54,0.0028,0.5173,0.3426,Day 7 Neuron,Rep 1
INF2,0.12,0.0011,0.9455,4.988,4.84,0.0274,0.5669,5.1815,7.12,0.0359,0.504,5.1565,Day 7 Neuron,Rep 1
INS,0.0,0.0,0.2016,0.0049,0.01,0.0,0.2016,0.0056,0.01,0.0,0.2016,0.0057,Day 7 Neuron,Rep 1
IRF2BPL,1.07,0.0172,1.6011,65.6864,37.39,0.2925,0.7824,65.3052,54.83,0.3922,0.7153,65.5606,Day 7 Neuron,Rep 1
IRF4,0.0,0.0,0.6632,0.0827,0.1,0.0007,0.6632,0.0949,0.15,0.0008,0.542,0.0914,Day 7 Neuron,Rep 1
ISL1,0.12,0.0017,1.3489,9.2364,4.52,0.0344,0.7593,9.6037,6.66,0.0467,0.7011,9.6848,Day 7 Neuron,Rep 1
ITGA2B,0.04,0.0004,1.1767,1.3577,1.39,0.0069,0.4961,1.2898,2.03,0.009,0.442,1.2734,Day 7 Neuron,Rep 1
ITGB3,0.0,0.0,2.157,0.0243,0.02,0.0002,1.2973,0.0168,0.02,0.0001,0.5838,0.0114,Day 7 Neuron,Rep 1
ITPR1,0.02,0.0001,0.7942,0.5645,0.62,0.0032,0.521,0.5919,0.91,0.0041,0.4533,0.5882,Day 7 Neuron,Rep 1
JAK1,1.2,0.0175,1.4506,86.4561,43.75,0.3775,0.8628,89.5267,63.88,0.5041,0.7891,89.9381,Day 7 Neuron,Rep 1
JPH2,0.01,0.0001,1.0585,0.2968,0.32,0.0016,0.5059,0.2959,0.47,0.0022,0.4594,0.2912,Day 7 Neuron,Rep 1
KBTBD13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day 7 Neuron,Rep 1
KCNA1,0.0,0.0,0.8676,0.0827,0.09,0.0005,0.5274,0.0838,0.14,0.0007,0.5274,0.0857,Day 7 Neuron,Rep 1
KCNA2,0.24,0.0023,0.9405,9.9566,9.57,0.0514,0.5369,10.2849,14.23,0.0704,0.4942,10.3357,Day 7 Neuron,Rep 1
KCNB1,0.48,0.0048,1.0021,23.9036,18.85,0.1122,0.5949,25.0925,28.17,0.1587,0.5633,25.3768,Day 7 Neuron,Rep 1
KCNC1,0.47,0.004,0.846,22.2393,19.68,0.1141,0.5797,24.093,29.44,0.1622,0.5509,24.3718,Day 7 Neuron,Rep 1
KCNC2,0.18,0.0018,1.018,7.5818,6.95,0.0386,0.5552,7.7276,10.31,0.0519,0.5037,7.7547,Day 7 Neuron,Rep 1
KCNC3,0.24,0.0021,0.881,9.6403,9.55,0.0511,0.5348,10.1174,14.22,0.0701,0.4927,10.1759,Day 7 Neuron,Rep 1
KCNH1,0.04,0.0003,0.8941,1.3431,1.46,0.007,0.4829,1.3847,2.2,0.0104,0.4734,1.4105,Day 7 Neuron,Rep 1
KCNH5,0.06,0.0004,0.6908,2.6862,2.74,0.0142,0.5187,2.9481,4.15,0.0214,0.5165,3.0094,Day 7 Neuron,Rep 1
KCNJ11,0.0,0.0,0.6641,0.1752,0.2,0.0008,0.4182,0.1843,0.31,0.0013,0.4182,0.1884,Day 7 Neuron,Rep 1
KCNJ2,0.01,0.0001,0.9414,0.2433,0.25,0.0012,0.4634,0.2457,0.38,0.0018,0.4634,0.2513,Day 7 Neuron,Rep 1
KCNJ5,0.03,0.0002,0.7309,1.1582,1.32,0.0066,0.5,1.2451,1.98,0.0093,0.4681,1.2563,Day 7 Neuron,Rep 1
KCNK3,0.24,0.0021,0.8558,9.9955,9.79,0.0497,0.5082,10.5306,14.71,0.0716,0.4871,10.6784,Day 7 Neuron,Rep 1
KCNK4,0.02,0.0002,0.8895,0.7056,0.75,0.0036,0.4867,0.7091,1.12,0.0052,0.4681,0.7138,Day 7 Neuron,Rep 1
KCNMA1,0.49,0.0052,1.0516,24.5557,19.35,0.1205,0.623,25.6508,28.8,0.1681,0.5835,25.8793,Day 7 Neuron,Rep 1
KCNQ3,0.07,0.0006,0.7812,2.8225,3.06,0.0152,0.4966,2.9872,4.57,0.0208,0.4548,3.0036,Day 7 Neuron,Rep 1
KCNQ4,0.0,0.0,0.9983,0.1168,0.12,0.0005,0.4347,0.1117,0.18,0.0008,0.4347,0.1142,Day 7 Neuron,Rep 1
KCNT1,0.0,0.0,1.2087,0.1363,0.14,0.0007,0.519,0.1284,0.21,0.0011,0.519,0.1313,Day 7 Neuron,Rep 1
KDF1,0.01,0.0004,4.1571,0.326,0.05,0.0007,1.3741,0.0447,0.06,0.0005,0.871,0.0343,Day 7 Neuron,Rep 1
KDM3B,0.8,0.009,1.1207,42.9409,31.26,0.2066,0.6607,44.8806,46.34,0.2836,0.612,45.1861,Day 7 Neuron,Rep 1
KDM4B,0.76,0.0083,1.0839,41.1014,30.13,0.1993,0.6614,43.3898,44.68,0.2746,0.6145,43.6728,Day 7 Neuron,Rep 1
