Gene_Symbol,Detection_Rate_%,Mean_CPM_percell_All,Mean_CPM_percell_Only_Detected,Aggregated_CPM,Cell_Type,Replicate,Dataset,Sample_ID,QC_Min_Genes,Cells_Passing_QC,Median_Genes_Per_Cell,Gene_Found
KIF21A,32.12,1.330899953842163,4.143199920654297,23.51810073852539,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
KIF5A,1.08,0.04619999974966049,4.28849983215332,0.5656999945640564,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
KLF13,31.51,1.2970999479293823,4.116799831390381,21.96489906311035,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
KLHL20,12.73,0.5103999972343445,4.008200168609619,6.93179988861084,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
KRAS,70.69,3.2688000202178955,4.6244001388549805,85.81759643554688,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
LITAF,65.38,3.0885000228881836,4.724100112915039,91.5509033203125,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
LMX1A,0.06,0.002899999963119626,5.037799835205078,0.057500001043081284,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
LOX,22.6,1.0516999959945679,4.65339994430542,28.024200439453125,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
LRP12,5.46,0.22470000386238098,4.11359977722168,2.9242000579833984,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
LRRK2,0.46,0.01860000006854534,4.026599884033203,0.23970000445842743,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
LRSAM1,6.06,0.23569999635219574,3.8896000385284424,3.1926000118255615,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
LZTR1,7.14,0.27619999647140503,3.869999885559082,3.7390999794006348,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
MAB21L2,2.19,0.09549999982118607,4.356599807739258,1.3614000082015991,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
MACF1,41.05,1.7509000301361084,4.265600204467773,31.84000015258789,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
MAGEL2,3.65,0.1535000056028366,4.200399875640869,2.042099952697754,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
MAP1B,26.99,1.4185999631881714,5.256899833679199,53.67070007324219,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
MAP2K1,32.22,1.3279999494552612,4.1219000816345215,21.437599182128906,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
MAP2K2,76.61,3.6796998977661133,4.803100109100342,119.7573013305664,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
MAPK8IP3,9.21,0.3630000054836273,3.940200090408325,4.985499858856201,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
MATR3,72.01,3.280600070953369,4.555600166320801,78.3010025024414,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
MDM4,41.7,1.7782000303268433,4.2642998695373535,32.01259994506836,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
MECOM,27.41,1.1197999715805054,4.085599899291992,21.332199096679688,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
MED12L,0.73,0.028999999165534973,3.964400053024292,0.364300012588501,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
MED13,33.33,1.3703999519348145,4.111299991607666,22.463499069213867,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
MEFV,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
MESP1,9.85,0.3837999999523163,3.8975000381469727,6.078499794006348,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
MET,27.12,1.0979000329971313,4.048399925231934,18.65719985961914,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
MFAP5,0.92,0.040699999779462814,4.40939998626709,0.9682999849319458,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
MFN2,22.22,0.8902000188827515,4.0071001052856445,14.256600379943848,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
MIR96,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,False
MORC2,11.66,0.45840001106262207,3.9328999519348145,6.34689998626709,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
MPL,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
MPZ,0.65,0.02449999935925007,3.7488999366760254,0.33559998869895935,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
MRAS,7.08,0.304500013589859,4.3018999099731445,4.4197998046875,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
MSX2,7.73,0.31310001015663147,4.049699783325195,4.448599815368652,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
MTAP,24.04,0.963699996471405,4.0081000328063965,15.349599838256836,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
MTOR,11.58,0.4530999958515167,3.9126999378204346,6.481100082397461,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
MUC1,45.35,2.1210999488830566,4.676599979400635,75.73149871826172,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
MYH10,44.53,1.9155000448226929,4.3018999099731445,36.48040008544922,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
MYH11,0.27,0.01080000028014183,4.0142998695373535,0.14380000531673431,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
MYH14,26.89,1.1746000051498413,4.368100166320801,26.39430046081543,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
MYH2,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
MYH6,0.02,0.0008999999845400453,4.742400169372559,0.009600000455975533,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
MYH7,0.1,0.003700000001117587,3.8220999240875244,0.0478999987244606,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
MYH9,65.3,2.954699993133545,4.524700164794922,70.90899658203125,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
MYL2,0.02,0.000699999975040555,3.468400001525879,0.009600000455975533,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
MYL3,3.48,0.14560000598430634,4.181700229644775,2.4351999759674072,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
MYLK,10.16,0.5011000037193298,4.934500217437744,17.804000854492188,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
MYLK3,0.06,0.0024999999441206455,4.378300189971924,0.02879999950528145,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
MYO6,56.86,2.524399995803833,4.440000057220459,54.73500061035156,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
MYO7A,4.48,0.1728000044822693,3.856100082397461,2.4351999759674072,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
MYOC,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
NACC1,22.89,0.9077000021934509,3.96589994430542,14.170299530029297,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
NAF1,18.27,0.7285000085830688,3.986599922180176,10.728400230407715,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
NARS1,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,False
NEB,0.31,0.012000000104308128,3.912600040435791,0.1534000039100647,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
NEDD4L,52.03,2.313800096511841,4.4471001625061035,55.82789993286133,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
NEFH,3.42,0.1298999935388565,3.7934999465942383,1.9558000564575195,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
NEFL,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,False
NEK1,10.0,0.40790000557899475,4.078199863433838,5.723700046539307,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
NEK8,6.64,0.2572000026702881,3.8752999305725098,3.5185999870300293,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
NEXN,14.43,0.5997999906539917,4.157700061798096,9.91349983215332,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
NFKB1,26.95,1.1222000122070312,4.164299964904785,19.80769920349121,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
NFKB2,21.85,0.8966000080108643,4.1031999588012695,13.58549976348877,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
NFKBIA,77.01,3.9130001068115234,5.080900192260742,188.08729553222656,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
NKX2-1,0.02,0.000699999975040555,3.8785998821258545,0.009600000455975533,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
NOD2,0.12,0.003800000064074993,3.2718000411987305,0.057500001043081284,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
NOTCH2,19.73,0.8016999959945679,4.06220006942749,12.041899681091309,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
NOVA2,0.92,0.03970000147819519,4.302999973297119,0.4984999895095825,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
NPRL2,22.85,0.9049000144004822,3.960200071334839,13.681300163269043,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
NR2F2,35.14,1.5326999425888062,4.361599922180176,30.17180061340332,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
NRAS,38.12,1.5733000040054321,4.126999855041504,26.423099517822266,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
NRL,2.81,0.10679999738931656,3.802999973297119,1.438099980354309,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
OPA1,27.66,1.1131999492645264,4.024899959564209,17.8710994720459,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
OPA3,17.87,0.7078999876976013,3.9616000652313232,10.258600234985352,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
OPTN,51.36,2.319499969482422,4.516600131988525,54.07339859008789,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
ORAI1,33.45,1.3937000036239624,4.166600227355957,28.263900756835938,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
OSBPL2,20.35,0.8144999742507935,4.002200126647949,12.041899681091309,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
P2RX2,0.81,0.03440000116825104,4.2617998123168945,0.4410000145435333,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
P2RY12,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PACS1,15.87,0.6384999752044678,4.023900032043457,9.37660026550293,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PACS2,19.41,0.7694000005722046,3.964600086212158,11.514599800109863,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PARN,15.54,0.6111999750137329,3.9326999187469482,8.705400466918945,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PCGF2,38.32,1.594099998474121,4.1605000495910645,26.164199829101562,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PCSK9,15.27,0.6083999872207642,3.9839000701904297,10.20110034942627,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PDGFRA,14.02,0.6556000113487244,4.67549991607666,13.595100402832031,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PDX1,7.14,0.2770000100135803,3.881500005722046,4.074699878692627,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PFN1,99.58,6.737100124359131,6.7657999992370605,1084.8909912109375,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PIEZO1,23.41,0.9503999948501587,4.060100078582764,15.85770034790039,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PIK3CA,15.41,0.6050000190734863,3.9268999099731445,8.398599624633789,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PIK3CD,2.19,0.08640000224113464,3.9421000480651855,1.1792999505996704,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PIK3R1,49.39,2.165299892425537,4.383800029754639,47.275901794433594,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PIK3R2,11.25,0.4318000078201294,3.837599992752075,6.155200004577637,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PLAU,22.64,0.9710999727249146,4.2895002365112305,22.65519905090332,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PLCB4,19.25,0.7851999998092651,4.0782999992370605,15.867300033569336,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PLIN1,0.1,0.0038999998942017555,4.015699863433838,0.0478999987244606,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PLN,2.14,0.09399999678134918,4.401599884033203,2.0804998874664307,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PMP2,0.02,0.0010999999940395355,5.920899868011475,0.03830000013113022,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
POFUT1,27.06,1.1030999422073364,4.076000213623047,18.839399337768555,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
POLD1,13.27,0.5138999819755554,3.871999979019165,8.139800071716309,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
POLE,8.85,0.3375000059604645,3.814300060272217,4.927999973297119,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
POLR1B,6.5,0.24420000612735748,3.7562999725341797,3.480299949645996,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
POLR3B,6.14,0.23430000245571136,3.8183000087738037,3.240600109100342,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
POU3F3,0.08,0.003700000001117587,4.850599765777588,0.0478999987244606,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PPARG,45.37,2.018399953842163,4.448299884796143,52.14630126953125,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PPM1D,9.69,0.38179999589920044,3.9384000301361084,5.340199947357178,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PPOX,11.27,0.4489000141620636,3.9827001094818115,6.250999927520752,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PPP1CB,68.59,3.184999942779541,4.643499851226807,83.43990325927734,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PPP1R12A,56.59,2.4635000228881836,4.353400230407715,48.0525016784668,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PPP2CA,64.99,2.8910999298095703,4.448299884796143,62.84600067138672,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PPP2R1A,84.69,4.118899822235107,4.863500118255615,123.82240295410156,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PPP2R5D,13.89,0.5432999730110168,3.911900043487549,7.995999813079834,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PRDM16,18.37,0.772599995136261,4.205900192260742,13.997699737548828,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PRKAG2,16.75,0.67330002784729,4.018899917602539,10.354499816894531,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PRKG1,1.98,0.08389999717473984,4.236700057983398,1.0642000436782837,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PROC,18.0,0.7246000170707703,4.024899959564209,11.619999885559082,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PROK2,0.06,0.0024999999441206455,4.374100208282471,0.03830000013113022,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PROKR2,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PROM1,21.33,0.8633999824523926,4.047599792480469,15.915200233459473,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PROS1,55.7,2.469599962234497,4.433499813079834,55.2047004699707,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PRPF3,12.77,0.503000020980835,3.938199996948242,6.826300144195557,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PRPF31,48.39,2.066800117492676,4.2708001136779785,39.12649917602539,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PRPF4,22.64,0.9021999835968018,3.9851999282836914,13.595100402832031,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PRPF8,40.03,1.6634999513626099,4.155900001525879,28.858299255371094,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PRPH2,0.19,0.007799999788403511,4.039100170135498,0.09589999914169312,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PRSS1,44.43,2.180799961090088,4.908199787139893,124.3113021850586,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
PSMD12,50.16,2.14739990234375,4.280799865722656,40.56460189819336,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
RAB7A,81.36,3.9166998863220215,4.813899993896484,115.72090148925781,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
RAC1,99.38,6.147799968719482,6.185800075531006,557.4356079101562,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
RAC2,7.67,0.3138999938964844,4.09060001373291,4.90880012512207,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
RAF1,28.24,1.1438000202178955,4.05079984664917,17.593000411987305,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
RALA,66.82,3.035399913787842,4.542600154876709,77.63939666748047,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
RANBP2,38.57,1.6044000387191772,4.160299777984619,28.263900756835938,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
RARB,4.19,0.1712999939918518,4.085599899291992,2.3106000423431396,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
RBFOX2,48.05,2.086400032043457,4.342299938201904,39.95100021362305,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
RBM20,0.79,0.03220000118017197,4.077199935913086,0.4027000069618225,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
RDH12,2.02,0.0803999975323677,3.9788999557495117,1.2654999494552612,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
RELA,37.06,1.5329999923706055,4.136000156402588,25.79990005493164,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
REN,1.25,0.05770000070333481,4.617199897766113,6.385300159454346,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
RERE,40.51,1.687000036239624,4.164599895477295,28.369400024414062,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
RFX3,9.87,0.39149999618530273,3.968100070953369,5.378600120544434,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
RFX6,3.5,0.14270000159740448,4.077199935913086,2.166800022125244,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
RFX7,7.69,0.2989000082015991,3.8849000930786133,4.065100193023682,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
RHBDF2,6.81,0.2587999999523163,3.801300048828125,3.796600103378296,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
RHO,0.02,0.0006000000284984708,3.276599884033203,0.009600000455975533,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
RHOBTB2,9.94,0.3896999955177307,3.9189000129699707,5.426499843597412,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
RIT1,34.95,1.4810999631881714,4.23769998550415,25.87660026550293,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
RNF43,19.23,0.7653999924659729,3.979099988937378,13.019800186157227,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
RP1,0.02,0.0008999999845400453,4.925000190734863,0.009600000455975533,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
RPE65,0.77,0.03200000151991844,4.161399841308594,0.4410000145435333,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
RPL5,99.83,7.992800235748291,8.006600379943848,3760.9404296875,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
RPS10,99.79,7.399199962615967,7.41480016708374,2066.505615234375,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
RRAS2,40.62,1.6801999807357788,4.136000156402588,28.47480010986328,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
RYR1,0.02,0.0007999999797903001,3.9238998889923096,0.009600000455975533,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
RYR2,2.62,0.10909999907016754,4.171000003814697,1.4765000343322754,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
SAMD9,8.66,0.3716000020503998,4.293799877166748,7.1331000328063965,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
SAMD9L,5.08,0.21230000257492065,4.179999828338623,3.384399890899658,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
SATB1,15.1,0.6037999987602234,3.9992001056671143,9.012200355529785,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
SCAF4,30.83,1.2529000043869019,4.063600063323975,20.191200256347656,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
SCN11A,0.44,0.016499999910593033,3.7227001190185547,0.22050000727176666,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
SCN1B,1.77,0.06920000165700912,3.908900022506714,0.9107999801635742,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
SCN3A,1.08,0.04740000143647194,4.395999908447266,0.6614999771118164,iPSC-liver/hepatocyte,Dataset 2,GSE141183,GSM4196642_HLO,200,5199,3459.0,True
