Gene_Symbol,Detection_Rate_%,Mean_CPM_percell_All,Mean_CPM_percell_Only_Detected,Aggregated_CPM,Cell_Type,Replicate,Dataset,Sample_ID,QC_Min_Genes,Cells_Passing_QC,Median_Genes_Per_Cell,Gene_Found
MSX2,9.91,0.36489999294281006,3.683300018310547,5.780600070953369,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
MTAP,28.43,1.0521999597549438,3.700900077819824,13.986000061035156,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
MTOR,18.52,0.6736000180244446,3.636399984359741,8.670900344848633,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
MUC1,2.99,0.10499999672174454,3.5083000659942627,1.2027000188827515,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
MYH10,57.79,2.41129994392395,4.172399997711182,49.83359909057617,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
MYH11,0.1,0.003800000064074993,3.7056000232696533,0.03880000114440918,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
MYH14,12.13,0.4417000114917755,3.642699956893921,5.412099838256836,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
MYH2,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
MYH6,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
MYH7,0.1,0.003700000001117587,3.5961999893188477,0.03880000114440918,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
MYH9,65.84,2.928800106048584,4.448299884796143,84.42040252685547,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
MYL2,0.36,0.013700000010430813,3.784899950027466,0.15520000457763672,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
MYL3,10.47,0.4223000109195709,4.031599998474121,9.582599639892578,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
MYLK,3.97,0.13950000703334808,3.5102999210357666,1.7458000183105469,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
MYLK3,0.46,0.01720000058412552,3.6933999061584473,0.1746000051498413,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
MYO6,54.64,2.2560999393463135,4.128699779510498,44.51860046386719,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
MYO7A,3.25,0.11089999973773956,3.4124999046325684,1.3579000234603882,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
MYOC,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
NACC1,23.58,0.8537999987602234,3.620699882507324,11.153900146484375,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
NAF1,16.82,0.5909000039100647,3.512500047683716,7.177299976348877,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
NARS1,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,False
NEB,2.63,0.09769999980926514,3.7132999897003174,1.0669000148773193,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
NEDD4L,61.04,2.5638999938964844,4.200200080871582,49.89179992675781,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
NEFH,1.29,0.04500000178813934,3.4869000911712646,0.5236999988555908,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
NEFL,0.77,0.02669999934732914,3.4463999271392822,0.44620001316070557,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
NEK1,10.99,0.3917999863624573,3.5645999908447266,4.888299942016602,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
NEK8,8.93,0.31540000438690186,3.533400058746338,3.743799924850464,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
NEXN,13.31,0.49410000443458557,3.7116000652313232,7.138500213623047,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
NFKB1,13.62,0.4862000048160553,3.569200038909912,6.595300197601318,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
NFKB2,44.69,1.7497999668121338,3.9156999588012695,29.291099548339844,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
NFKBIA,68.37,3.257699966430664,4.764800071716309,141.85800170898438,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
NKX2-1,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
NOD2,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
NOTCH2,19.97,0.7307999730110168,3.6598000526428223,9.50510025024414,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
NOVA2,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
NPRL2,31.32,1.163599967956543,3.7149999141693115,16.119800567626953,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
NR2F2,50.26,2.090399980545044,4.15939998626709,47.02090072631836,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
NRAS,54.49,2.169600009918213,3.9816999435424805,37.82619857788086,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
NRL,4.39,0.15520000457763672,3.537899971008301,1.7652000188827515,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
OPA1,36.89,1.4005000591278076,3.796099901199341,20.19339942932129,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
OPA3,18.68,0.6690000295639038,3.5815000534057617,8.612700462341309,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
OPTN,72.91,3.3613998889923096,4.610300064086914,98.7750015258789,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
ORAI1,66.05,2.852099895477295,4.318299770355225,68.14540100097656,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
OSBPL2,41.23,1.5807000398635864,3.833899974822998,23.23889923095703,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
P2RX2,0.05,0.0019000000320374966,3.5961999893188477,0.01940000057220459,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
P2RY12,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PACS1,53.66,2.1849000453948975,4.071499824523926,41.3760986328125,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PACS2,24.87,0.9068999886512756,3.6466000080108643,11.968600273132324,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PARN,17.49,0.6248999834060669,3.5722999572753906,7.526400089263916,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PCGF2,53.51,2.137700080871582,3.994999885559082,39.99879837036133,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PCSK9,3.46,0.12129999697208405,3.5078999996185303,1.5906000137329102,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PDGFRA,15.07,0.5770999789237976,3.8299999237060547,8.030799865722656,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PDX1,0.26,0.009100000374019146,3.5371999740600586,0.11640000343322754,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PFN1,87.05,5.122799873352051,5.885000228881836,457.6973876953125,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PIEZO1,19.81,0.73580002784729,3.71370005607605,10.39739990234375,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PIK3CA,24.92,0.9193000197410583,3.688499927520752,11.677599906921387,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PIK3CD,6.09,0.21629999577999115,3.5525999069213867,2.4830000400543213,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PIK3R1,34.98,1.3609999418258667,3.890399932861328,21.76460075378418,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PIK3R2,5.11,0.1826000064611435,3.575500011444092,1.978600025177002,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PLAU,4.85,0.19910000264644623,4.104599952697754,6.207399845123291,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PLCB4,0.31,0.01119999960064888,3.6124000549316406,0.13580000400543213,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PLIN1,0.72,0.024700000882148743,3.4217000007629395,0.27160000801086426,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PLN,0.05,0.0019000000320374966,3.651400089263916,0.01940000057220459,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PMP2,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
POFUT1,19.97,0.7231000065803528,3.6208999156951904,8.767900466918945,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
POLD1,9.6,0.33559998869895935,3.496299982070923,3.8601999282836914,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
POLE,4.75,0.17430000007152557,3.671799898147583,1.8622000217437744,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
POLR1B,10.53,0.37880000472068787,3.5985000133514404,4.519700050354004,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
POLR3B,14.81,0.5411999821662903,3.654599905014038,6.42080020904541,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
POU3F3,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PPARG,7.43,0.259799987077713,3.4967000484466553,3.7049999237060547,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PPM1D,8.93,0.31459999084472656,3.524199962615967,4.015399932861328,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PPOX,18.01,0.6430000066757202,3.5703999996185303,8.01140022277832,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PPP1CB,77.71,3.568700075149536,4.59250020980835,96.11740112304688,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PPP1R12A,68.78,3.0223000049591064,4.394000053405762,76.0792007446289,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PPP2CA,57.79,2.3394999504089355,4.048099994659424,44.20819854736328,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PPP2R1A,76.32,3.5074000358581543,4.595900058746338,99.06590270996094,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PPP2R5D,15.74,0.5702000260353088,3.6231000423431396,7.02209997177124,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PRDM16,1.86,0.06369999796152115,3.430999994277954,0.7759000062942505,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PRKAG2,14.91,0.5411999821662903,3.6289000511169434,7.351900100708008,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PRKG1,0.31,0.010999999940395355,3.5416998863220215,0.11640000343322754,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PROC,40.92,1.6240999698638916,3.969099998474121,26.846900939941406,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PROK2,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PROKR2,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PROM1,52.84,2.3582000732421875,4.463099956512451,67.3113021850586,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PROS1,76.68,3.5064001083374023,4.572999954223633,93.49870300292969,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PRPF3,16.56,0.5859000086784363,3.5369999408721924,7.429500102996826,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PRPF31,46.28,1.787500023841858,3.861999988555908,28.321199417114258,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PRPF4,51.81,2.0423998832702637,3.9423000812530518,34.74190139770508,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PRPF8,56.04,2.2699999809265137,4.05079984664917,40.40620040893555,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PRPH2,1.34,0.04569999873638153,3.408600091934204,0.5819000005722046,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PRSS1,16.87,0.6552000045776367,3.8828999996185303,11.444899559020996,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
PSMD12,70.07,3.075200080871582,4.388599872589111,74.52739715576172,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
RAB7A,77.5,3.634700059890747,4.689799785614014,111.55829620361328,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
RAC1,86.38,4.949900150299072,5.730500221252441,359.0194091796875,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
RAC2,32.4,1.2788000106811523,3.946500062942505,23.006099700927734,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
RAF1,47.06,1.8562999963760376,3.944700002670288,30.10580062866211,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
RALA,77.19,3.7934000492095947,4.914100170135498,147.87139892578125,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
RANBP2,48.71,1.9521000385284424,4.007500171661377,31.81279945373535,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
RARB,8.67,0.30790001153945923,3.5520999431610107,3.588599920272827,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
RBFOX2,55.26,2.2416000366210938,4.05620002746582,40.94929885864258,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
RBM20,0.41,0.013399999588727951,3.248300075531006,0.15520000457763672,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
RDH12,0.57,0.019200000911951065,3.3808000087738037,0.23280000686645508,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
RELA,47.06,1.8561999797821045,3.9442999362945557,31.36669921875,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
REN,0.05,0.001500000013038516,2.9094998836517334,0.01940000057220459,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
RERE,37.72,1.448099970817566,3.839200019836426,20.542499542236328,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
RFX3,12.13,0.4309000074863434,3.5539000034332275,5.256899833679199,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
RFX6,0.36,0.012000000104308128,3.326200008392334,0.13580000400543213,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
RFX7,2.84,0.09759999811649323,3.437700033187866,1.1057000160217285,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
RHBDF2,9.18,0.32359999418258667,3.522900104522705,3.802000045776367,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
RHO,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
RHOBTB2,9.49,0.33899998664855957,3.5710999965667725,3.9377999305725098,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
RIT1,51.75,2.0741000175476074,4.007699966430664,36.72050094604492,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
RNF43,6.09,0.2231999933719635,3.6661999225616455,2.5023999214172363,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
RP1,0.05,0.002099999925121665,4.075300216674805,0.03880000114440918,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
RPE65,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
RPL5,96.28,7.27269983291626,7.553299903869629,2332.26806640625,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
RPS10,85.35,4.7947001457214355,5.618000030517578,293.2018127441406,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
RRAS2,54.54,2.203700065612793,4.040500164031982,42.50120162963867,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
RYR1,0.26,0.012400000356137753,4.800300121307373,0.09700000286102295,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
RYR2,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
SAMD9,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
SAMD9L,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
SATB1,14.24,0.5123999714851379,3.597899913787842,6.129799842834473,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
SCAF4,25.64,0.9524999856948853,3.714099884033203,12.007399559020996,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
SCN11A,0.62,0.02070000022649765,3.3359999656677246,0.25220000743865967,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
SCN1B,22.29,0.8277999758720398,3.7135000228881836,11.832799911499023,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
SCN3A,0.05,0.0015999999595806003,3.191999912261963,0.03880000114440918,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
SCN8A,2.53,0.08980000019073486,3.551100015640259,0.9699000120162964,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
SCNN1G,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
SDHA,69.66,3.019399881362915,4.33459997177124,67.81559753417969,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
SEC61A1,73.89,3.2855000495910645,4.446499824523926,79.0470962524414,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
SEC63,78.59,3.7098000049591064,4.720699787139893,112.43119812011719,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
SEMA6B,2.01,0.0722000002861023,3.588599920272827,1.0669000148773193,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
SEPTIN9,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,False
SERPINC1,38.49,1.5657000541687012,4.067599773406982,28.26300048828125,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
SERPIND1,40.92,1.8437000513076782,4.505799770355225,52.39419937133789,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
SERPING1,60.47,2.5836000442504883,4.27209997177124,59.90119934082031,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
SERPINI1,37.67,1.4739999771118164,3.9131999015808105,24.674299240112305,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
SETX,38.85,1.4938000440597534,3.8447000980377197,20.8528995513916,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
SFTPA1,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
SFTPA2,0.1,0.0034000000450760126,3.266700029373169,0.03880000114440918,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
SFTPC,0.15,0.004800000227987766,3.1185998916625977,0.05820000171661377,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
SHANK1,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
SHOC2,30.29,1.1227999925613403,3.7070999145507812,15.033499717712402,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
SIX1,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
SKI,16.0,0.5644000172615051,3.5281999111175537,6.692299842834473,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
SLC17A8,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
SLC1A2,0.05,0.0019000000320374966,3.661099910736084,0.01940000057220459,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
SLC1A3,36.69,1.530400037765503,4.171500205993652,30.687700271606445,iPSC-liver/hepatocyte,Dataset 1,GSM5009365,GSM5009365_WA_WR_0709_4,200,1938,4459.0,True
