Dataset,Sample_ID,Cell_Type,Replicate,QC_Min_Genes,Cells_Passing_QC,Median_Genes_Per_Cell,Gene_Symbol,Detection_Rate_%,Mean_Log1pCPM_percell_All,Mean_Log1pCPM_percell_Only_Detected,Aggregated_CPM,Gene_Found
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,TLK2,20.54,0.8184999823570251,3.984600067138672,12.339099884033203,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,TMC1,0.12,0.004600000102072954,3.95169997215271,0.057500001043081284,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,TMEM43,25.83,1.0465999841690063,4.051599979400635,15.570099830627441,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,TNFRSF1A,68.17,3.1696999073028564,4.649899959564209,85.37660217285156,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,TNNC1,14.14,0.5735999941825867,4.05709981918335,10.805100440979004,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,TNNI3,1.48,0.05779999867081642,3.9001998901367188,0.795799970626831,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,TNNI3K,0.17,0.007300000172108412,4.243800163269043,0.08630000054836273,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,TNNT2,8.71,0.3950999975204468,4.533999919891357,10.805100440979004,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,TNPO3,18.22,0.7128999829292297,3.913800001144409,10.29699993133545,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,TOP2B,37.18,1.5414999723434448,4.145999908447266,25.790300369262695,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,TOPORS,32.68,1.3432999849319458,4.110400199890137,21.39929962158203,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,TP63,0.52,0.02370000071823597,4.56279993057251,0.3163999915122986,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,TPM1,84.11,4.474800109863281,5.320000171661377,271.9585876464844,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,TPM2,36.78,1.8530000448226929,5.038599967956543,88.2145004272461,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,TPM3,90.44,4.731800079345703,5.23199987411499,199.3238067626953,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,TPM4,78.11,3.8454999923706055,4.9232001304626465,133.8795928955078,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,TRAF3,13.12,0.5152000188827515,3.9270999431610107,7.506999969482422,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,TRAF7,37.3,1.5460000038146973,4.145100116729736,27.554399490356445,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,TRIM8,14.1,0.5613999962806702,3.982100009918213,7.995999813079834,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,TRPM3,0.75,0.036400001496076584,4.852099895477295,1.4955999851226807,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,TRPM7,14.25,0.5562000274658203,3.902400016784668,7.995999813079834,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,TRPV4,1.12,0.04490000009536743,4.021299839019775,0.5848000049591064,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,TRRAP,11.93,0.46369999647140503,3.8884999752044678,6.6153998374938965,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,TSPAN12,23.75,0.9728000164031982,4.095099925994873,16.42340087890625,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,TTR,86.52,5.099599838256836,5.8942999839782715,1892.703857421875,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,TUBA1A,49.34,2.8092000484466553,5.693999767303467,312.1972961425781,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,TUBA4A,26.16,1.1089999675750732,4.239699840545654,23.91119956970215,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,TUBB1,0.15,0.006800000090152025,4.3993000984191895,0.08630000054836273,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,TUBB2A,68.55,3.319200038909912,4.841899871826172,112.55709838867188,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,TUBB2B,32.35,1.6420999765396118,5.075799942016602,60.1614990234375,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,TUBB3,12.29,0.4921000003814697,4.003600120544434,7.123499870300293,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,TUBB4A,1.67,0.07100000232458115,4.244100093841553,0.9682999849319458,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,TUBB4B,94.1,5.402900218963623,5.742000102996826,410.5456848144531,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,TUBG1,36.47,1.5269999504089355,4.187099933624268,30.411500930786133,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,UBA2,48.89,2.079200029373169,4.252399921417236,39.049800872802734,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,UBTF,27.95,1.1358000040054321,4.064199924468994,18.570999145507812,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,UCHL1,30.06,1.4551000595092773,4.840000152587891,49.16460037231445,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,UMOD,0.02,0.0008999999845400453,4.8282999992370605,0.019200000911951065,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,UNC93B1,21.77,0.8586999773979187,3.944000005722046,13.604599952697754,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,VAPB,33.08,1.3502000570297241,4.081299781799316,21.7731990814209,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,VCAN,60.7,2.9976000785827637,4.938000202178955,110.27519989013672,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,VCL,38.05,1.6236000061035156,4.267499923706055,29.9512996673584,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,VCP,75.76,3.556999921798706,4.694799900054932,93.6218032836914,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,VPS35,82.77,4.018799781799316,4.855599880218506,124.4646987915039,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,VWF,0.13,0.005400000140070915,3.974400043487549,0.06710000336170197,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,WASHC5,0.0,0.0,0.0,0.0,False
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,WDR37,10.16,0.39500001072883606,3.8896000385284424,5.493599891662598,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,WFS1,10.31,0.41449999809265137,4.020100116729736,5.877099990844727,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,WNT10A,1.0,0.043299999088048935,4.332499980926514,0.5943999886512756,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,WNT5A,8.56,0.3506999909877777,4.09689998626709,5.685400009155273,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,WRAP53,12.46,0.48570001125335693,3.896899938583374,6.989299774169922,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,YARS1,0.0,0.0,0.0,0.0,False
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,YY1,79.28,3.7725000381469727,4.7581000328063965,108.34819793701172,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,ZBTB20,9.27,0.375900000333786,4.054100036621094,5.225200176239014,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,ZCCHC8,11.68,0.4611999988555908,3.949899911880493,6.404399871826172,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,ZIC1,1.4,0.0658000037074089,4.683700084686279,1.2272000312805176,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,ZMIZ1,21.12,0.8578000068664551,4.061500072479248,12.69379997253418,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,ZMYND8,43.78,1.8700000047683716,4.271599769592285,36.16400146484375,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,ZNF292,55.66,2.470599889755249,4.438399791717529,53.229698181152344,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,0,5199,3459.0,ZSWIM6,20.64,0.8438000082969666,4.088600158691406,12.962300300598145,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,AARS1,0.0,0.0,0.0,0.0,False
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ABCB6,0.56,0.020800000056624413,3.735100030899048,0.27799999713897705,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ABCC6,16.39,0.6449000239372253,3.935499906539917,10.411999702453613,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ABCC8,0.21,0.009499999694526196,4.4953999519348145,0.17260000109672546,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ABCC9,1.29,0.05339999869465828,4.142399787902832,0.6711000204086304,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ACAN,0.12,0.004600000102072954,4.011000156402588,0.057500001043081284,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ACD,25.97,1.042199969291687,4.013800144195557,16.12619972229004,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ACO2,63.28,2.84660005569458,4.498300075531006,70.10369873046875,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ACOX1,34.43,1.4320000410079956,4.159200191497803,25.5314998626709,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ACTA1,0.25,0.010700000450015068,4.279600143432617,0.16300000250339508,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ACTA2,25.87,1.166100025177002,4.507500171661377,40.52629852294922,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ACTB,100.0,7.338099956512451,7.338099956512451,1829.5318603515625,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ACTC1,0.56,0.025100000202655792,4.503499984741211,1.9941999912261963,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ACTG1,99.98,7.7322998046875,7.733699798583984,2466.716064453125,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ACTL6A,30.66,1.2618000507354736,4.115600109100342,21.408899307250977,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ACTN1,58.63,2.611799955368042,4.454899787902832,59.883399963378906,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ACTN2,0.63,0.026599999517202377,4.1855998039245605,0.3450999855995178,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ACVR1,9.25,0.36739999055862427,3.9711999893188477,5.06220006942749,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ADAR,53.09,2.2820000648498535,4.298600196838379,43.632598876953125,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ADCY5,0.87,0.03610000014305115,4.173699855804443,0.5080999732017517,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,AFG3L2,42.91,1.797700047492981,4.189199924468994,34.5724983215332,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,AGO2,14.58,0.5746999979019165,3.9421000480651855,8.130200386047363,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,AICDA,0.15,0.005799999926239252,3.7943999767303467,0.07670000195503235,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,AKT3,2.04,0.0828000009059906,4.0619001388549805,1.0449999570846558,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ALB,25.5,1.2516000270843506,4.907199859619141,128.47230529785156,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ALDH18A1,52.38,2.2874999046325684,4.367400169372559,51.043800354003906,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ALG5,62.51,2.7776999473571777,4.443399906158447,62.72129821777344,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ALG8,33.7,1.3882999420166016,4.119900226593018,24.57270050048828,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ALG9,6.48,0.2540999948978424,3.920099973678589,3.4419000148773193,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ALK,0.15,0.006399999838322401,4.1905999183654785,0.07670000195503235,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ALPK3,20.87,0.8414000272750854,4.031599998474121,14.10319995880127,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ALPL,3.12,0.1412000060081482,4.53000020980835,2.3297998905181885,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ANK1,0.5,0.01860000006854534,3.714200019836426,0.2493000030517578,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ANKRD26,20.98,0.8515999913215637,4.058300018310547,12.847200393676758,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ANO5,3.19,0.12110000103712082,3.7922000885009766,1.6490000486373901,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ANXA11,81.67,4.013500213623047,4.914299964904785,134.0522003173828,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,AP1G1,27.77,1.1302000284194946,4.069300174713135,17.804000854492188,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,AP2M1,88.09,4.473199844360352,5.0777997970581055,166.04559326171875,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,APP,86.94,4.376999855041504,5.0345001220703125,154.17640686035156,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ARF1,93.98,4.997300148010254,5.317399978637695,216.76339721679688,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ARHGAP29,24.43,1.1157000064849854,4.567200183868408,27.113399505615234,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ASXL2,19.18,0.7526000142097473,3.9247000217437744,11.198200225830078,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ATL1,4.44,0.17900000512599945,4.028500080108643,2.3680999279022217,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ATL3,17.35,0.6862999796867371,3.9556000232696533,9.970999717712402,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ATP11A,28.89,1.176900029182434,4.073800086975098,20.095399856567383,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ATP13A3,34.22,1.4222999811172485,4.156499862670898,25.608200073242188,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ATP1A1,86.67,4.696800231933594,5.4191999435424805,286.1864013671875,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ATP1A2,0.1,0.00419999985024333,4.380300045013428,0.0478999987244606,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ATP1A3,0.1,0.0032999999821186066,3.4658000469207764,0.0478999987244606,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ATP2B2,0.0,0.0,0.0,0.0,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,ATXN2,35.74,1.4811999797821045,4.144700050354004,24.754899978637695,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,BACH2,2.39,0.10209999978542328,4.278900146484375,1.371000051498413,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,BCL11B,6.5,0.26010000705718994,4.001200199127197,3.8062000274658203,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,BEST1,8.08,0.3127000033855438,3.871000051498413,4.333499908447266,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,BICRA,0.0,0.0,0.0,0.0,False
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,BRAF,13.27,0.5159000158309937,3.8873000144958496,7.23859977722168,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,BRD4,60.09,2.6505000591278076,4.410999774932861,56.28810119628906,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,BRSK2,5.56,0.2175000011920929,3.9123001098632812,2.876199960708618,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,BSCL2,1.15,0.04450000077486038,3.852400064468384,0.5752000212669373,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,C19ORF12,22.56,0.9147999882698059,4.054599761962891,13.71969985961914,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,C1QTNF5,0.0,0.0,0.0,0.0,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,C3,57.15,2.8032000064849854,4.905399799346924,116.2865982055664,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,C9ORF72,8.98,0.35440000891685486,3.9451000690460205,4.803299903869629,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,CACNA1C,3.5,0.14970000088214874,4.2758002281188965,1.9270999431610107,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,CACNA1D,4.27,0.163100004196167,3.819200038909912,2.2818000316619873,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,CACNA1E,0.33,0.013199999928474426,4.045000076293945,0.16300000250339508,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,CACNA1S,0.02,0.0007999999797903001,3.9247000217437744,0.009600000455975533,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,CALM1,97.65,6.063499927520752,6.209199905395508,658.8135986328125,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,CALM2,98.92,6.220300197601318,6.288099765777588,634.3847045898438,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,CALM3,93.25,4.991000175476074,5.35230016708374,236.85879516601562,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,CAMK2A,0.27,0.01140000019222498,4.249300003051758,0.14380000531673431,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,CAPN3,3.77,0.15620000660419464,4.144000053405762,3.5761001110076904,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,CAPN5,23.18,0.9294999837875366,4.010300159454346,15.36870002746582,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,CARD11,11.21,0.4293999969959259,3.8287999629974365,6.65369987487793,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,CASQ2,0.13,0.005100000184029341,3.7669999599456787,0.06710000336170197,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,CASR,0.33,0.012400000356137753,3.800800085067749,0.16300000250339508,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,CAV1,21.18,0.9660000205039978,4.561500072479248,22.319700241088867,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,CAV3,0.0,0.0,0.0,0.0,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,CBL,16.21,0.6398000121116638,3.9458000659942627,9.242300033569336,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,CCM2,31.81,1.3104000091552734,4.119100093841553,22.63610076904297,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,CCND2,71.15,3.4493000507354736,4.848100185394287,112.78720092773438,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,CD164,87.27,4.416399955749512,5.060800075531006,167.44540405273438,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,CD2AP,47.76,2.050299882888794,4.292900085449219,41.78229904174805,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,CD46,61.3,2.7537999153137207,4.492199897766113,63.68009948730469,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,CDC42,91.09,4.7230000495910645,5.184700012207031,190.47459411621094,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,CDH11,15.18,0.7250000238418579,4.777299880981445,16.039899826049805,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,CDK4,84.5,4.345200061798096,5.142399787902832,175.0290985107422,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,CEACAM16,0.02,0.000699999975040555,3.821700096130371,0.009600000455975533,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,CEBPA,46.49,2.0827999114990234,4.480100154876709,57.98509979248047,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,CEL,1.23,0.04580000042915344,3.7207999229431152,0.623199999332428,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,CEP85L,5.73,0.24539999663829803,4.2804999351501465,3.355600118637085,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,CFB,36.35,1.549299955368042,4.2617998123168945,31.39900016784668,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,CFH,12.41,0.5490000247955322,4.42519998550415,10.574999809265137,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,CFI,22.31,1.0333000421524048,4.631199836730957,23.288000106811523,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,CHAMP1,19.33,0.7645999789237976,3.9553000926971436,11.418700218200684,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,CHCHD10,83.82,4.740300178527832,5.65500020980835,389.2135009765625,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,CHD3,36.22,1.5430999994277954,4.260499954223633,27.880399703979492,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,CHD4,60.84,2.73799991607666,4.500400066375732,62.37620162963867,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,CHMP2B,74.94,3.576200008392334,4.772200107574463,108.8563003540039,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,CHN1,5.4,0.22630000114440918,4.187300205230713,3.2118000984191895,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,CHRNA4,0.04,0.0015999999595806003,4.0320000648498535,0.019200000911951065,True
GSE141183,GSM4196642_HLO,iPSC-liver/hepatocyte,Dataset 2,100,5199,3459.0,CHRNB1,11.81,0.47859999537467957,4.052599906921387,6.663300037384033,True
