Dataset,Sample_ID,Cell_Type,Replicate,QC_Min_Genes,Cells_Passing_QC,Median_Genes_Per_Cell,Gene_Symbol,Detection_Rate_%,Mean_Log1pCPM_percell_All,Mean_Log1pCPM_percell_Only_Detected,Aggregated_CPM,Gene_Found
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,AARS1,0.0,0.0,0.0,0.0,False
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ABCB6,0.75,0.02539999969303608,3.36899995803833,0.2904999852180481,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ABCC6,9.38,0.3359000086784363,3.5801000595092773,4.047699928283691,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ABCC8,0.0,0.0,0.0,0.0,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ABCC9,1.0,0.03799999877810478,3.7871999740600586,0.4453999996185303,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ACAN,8.63,0.31299999356269836,3.6266000270843506,3.8733999729156494,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ACD,26.69,0.9704999923706055,3.635699987411499,13.169599533081055,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ACO2,73.56,3.3958001136779785,4.616499900817871,101.79309844970703,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ACOX1,29.9,1.0993000268936157,3.6761999130249023,14.893199920654297,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ACTA1,1.91,0.08990000188350677,4.7154998779296875,6.972099781036377,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ACTA2,38.38,1.5925999879837036,4.14900016784668,40.8838005065918,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ACTB,94.63,7.176000118255615,7.583099842071533,2957.84765625,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ACTC1,6.07,0.287200003862381,4.730400085449219,41.85210037231445,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ACTG1,96.29,7.711100101470947,8.008500099182129,4229.48583984375,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ACTL6A,35.88,1.350000023841858,3.763000011444092,21.284400939941406,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ACTN1,56.0,2.3940999507904053,4.2754998207092285,66.19650268554688,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ACTN2,0.1,0.00419999985024333,4.156400203704834,0.03869999945163727,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ACVR1,19.42,0.6973000168800354,3.5913000106811523,9.276800155639648,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ADAR,54.49,2.205899953842163,4.0482001304626465,39.58620071411133,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ADCY5,1.05,0.038600001484155655,3.6589999198913574,0.4453999996185303,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,AFG3L2,49.62,1.9648000001907349,3.959399938583374,33.21440124511719,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,AGO2,36.73,1.4144999980926514,3.8512001037597656,21.865400314331055,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,AICDA,0.05,0.0019000000320374966,3.7435998916625977,0.01940000057220459,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,AKT3,6.32,0.22130000591278076,3.500499963760376,2.885699987411499,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ALB,11.19,0.4271000027656555,3.8171000480651855,11.775099754333496,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ALDH18A1,57.65,2.3952999114990234,4.154799938201904,49.56019973754883,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ALG5,67.84,2.925299882888794,4.31220006942749,66.29329681396484,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ALG8,27.55,1.0163999795913696,3.6898000240325928,13.828100204467773,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ALG9,4.87,0.17020000517368317,3.4972000122070312,1.9560999870300293,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ALK,1.2,0.041600000113248825,3.450900077819824,0.5034999847412109,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ALPK3,36.18,1.391700029373169,3.8469998836517334,20.54840087890625,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ALPL,1.86,0.06300000101327896,3.395400047302246,0.8133999705314636,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ANK1,1.25,0.045499999076128006,3.626699924468994,0.5616000294685364,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ANKRD26,22.63,0.8535000085830688,3.771699905395508,11.097299575805664,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ANO5,3.01,0.1071000024676323,3.5559000968933105,1.1619999408721924,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ANXA11,69.94,3.0947000980377197,4.4243998527526855,78.97869873046875,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,AP1G1,39.29,1.519700050354004,3.8680999279022217,22.69809913635254,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,AP2M1,81.38,4.228700160980225,5.196000099182129,200.77789306640625,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,APP,78.52,3.8471999168395996,4.899400234222412,144.5941925048828,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ARF1,86.1,5.005199909210205,5.8130998611450195,367.60540771484375,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ARHGAP29,48.67,2.001800060272217,4.11299991607666,41.75529861450195,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ASXL2,15.96,0.5817000269889832,3.645699977874756,7.4756999015808105,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ATL1,6.22,0.21529999375343323,3.461199998855591,2.691999912261963,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ATL3,28.95,1.077299952507019,3.721100091934204,14.97070026397705,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ATP11A,40.34,1.5532000064849854,3.850100040435791,23.666500091552734,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ATP13A3,58.15,2.427999973297119,4.17519998550415,47.93339920043945,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ATP1A1,85.65,4.787300109863281,5.589300155639648,297.6130065917969,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ATP1A2,0.15,0.004900000058114529,3.2537999153137207,0.05810000002384186,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ATP1A3,0.05,0.002300000051036477,4.536099910736084,0.01940000057220459,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ATP2B2,0.2,0.00800000037997961,3.976599931716919,0.07750000059604645,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,ATXN2,52.28,2.1131999492645264,4.041800022125244,37.107200622558594,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,BACH2,3.26,0.11259999871253967,3.4518001079559326,1.3944000005722046,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,BCL11B,0.2,0.006899999920278788,3.4547998905181885,0.07750000059604645,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,BEST1,6.22,0.22220000624656677,3.5708000659942627,2.537100076675415,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,BICRA,14.0,0.5011000037193298,3.5794999599456787,6.468599796295166,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,BRAF,30.41,1.1533000469207764,3.7929000854492188,15.861599922180176,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,BRD4,68.34,3.0107998847961426,4.405700206756592,76.69339752197266,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,BRSK2,1.46,0.0494999997317791,3.3984999656677246,0.619700014591217,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,BSCL2,1.15,0.04050000011920929,3.5116000175476074,0.4453999996185303,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,C19ORF12,33.52,1.256700038909912,3.7493999004364014,18.321199417114258,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,C1QTNF5,0.0,0.0,0.0,0.0,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,C3,13.45,0.5609999895095825,4.172100067138672,14.099200248718262,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,C9ORF72,22.43,0.8255000114440918,3.6805999279022217,11.52340030670166,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CACNA1C,0.0,0.0,0.0,0.0,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CACNA1D,5.22,0.19580000638961792,3.753000020980835,2.343400001525879,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CACNA1E,0.05,0.0015999999595806003,3.129699945449829,0.01940000057220459,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CACNA1S,0.0,0.0,0.0,0.0,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CALM1,85.95,5.101200103759766,5.934999942779541,474.7630920410156,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CALM2,84.5,4.848100185394287,5.737599849700928,347.9479064941406,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CALM3,86.05,4.969200134277344,5.774700164794922,351.99560546875,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CAMK2A,0.25,0.010099999606609344,4.017000198364258,0.09679999947547913,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CAPN3,0.6,0.02019999921321869,3.3564999103546143,0.251800000667572,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CAPN5,25.09,0.9337999820709229,3.722100019454956,12.762900352478027,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CARD11,10.54,0.3720000088214874,3.530900001525879,4.473800182342529,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CASQ2,0.1,0.0026000000070780516,2.6393001079559326,0.03869999945163727,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CASR,0.1,0.002899999963119626,2.896399974822998,0.03869999945163727,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CAV1,38.43,1.5256999731063843,3.9695000648498535,29.88330078125,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CAV3,0.1,0.003000000026077032,3.036900043487549,0.03869999945163727,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CBL,22.58,0.8202999830245972,3.6328999996185303,10.942399978637695,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CCM2,59.46,2.456700086593628,4.131899833679199,51.34199905395508,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CCND2,32.26,1.268399953842163,3.9314000606536865,27.094499588012695,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CD164,84.55,4.4756999015808105,5.293799877166748,204.01220703125,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CD2AP,53.99,2.210400104522705,4.094099998474121,43.265899658203125,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CD46,76.07,3.5062999725341797,4.609600067138672,94.7240982055664,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CDC42,84.4,4.634699821472168,5.491600036621094,279.33050537109375,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CDH11,2.41,0.08429999649524689,3.501499891281128,1.2589000463485718,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CDK4,63.37,2.724100112915039,4.298600196838379,65.03450012207031,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CEACAM16,0.15,0.004999999888241291,3.348599910736084,0.05810000002384186,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CEBPA,37.98,1.5410000085830688,4.05709981918335,28.314599990844727,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CEL,2.61,0.08720000088214874,3.3415000438690186,1.045799970626831,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CEP85L,7.23,0.27480000257492065,3.803800106048584,4.028299808502197,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CFB,8.28,0.29910001158714294,3.6122000217437744,3.6796998977661133,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CFH,9.48,0.3531000018119812,3.722899913787842,5.771399974822998,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CFI,1.35,0.052400000393390656,3.864500045776367,0.9296000003814697,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CHAMP1,26.29,0.9552000164985657,3.63319993019104,12.937199592590332,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CHCHD10,83.44,4.700799942016602,5.633600234985352,338.2838134765625,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CHD3,21.48,0.7792999744415283,3.6289000511169434,9.993399620056152,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CHD4,68.39,3.0411999225616455,4.446899890899658,78.70760345458984,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CHMP2B,64.02,2.724600076675415,4.255499839782715,63.020301818847656,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CHN1,7.28,0.2572999894618988,3.536900043487549,3.1956000328063965,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CHRNA4,0.1,0.003599999938160181,3.5648000240325928,0.03869999945163727,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CHRNB1,13.25,0.4690000116825104,3.5401999950408936,5.771399974822998,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CHRNB2,0.05,0.001500000013038516,2.9867000579833984,0.01940000057220459,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CITED2,74.41,3.769200086593628,5.065400123596191,169.01600646972656,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CLCN6,15.05,0.5497999787330627,3.652600049972534,6.894700050354004,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CLCN7,12.34,0.4472000002861023,3.6231000423431396,5.558300018310547,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CNNM2,18.77,0.6837000250816345,3.6433000564575195,8.79259967803955,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CNOT3,30.76,1.1382999420166016,3.7007999420166016,15.880999565124512,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,COCH,5.42,0.18539999425411224,3.4214999675750732,2.188499927520752,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,COL10A1,0.0,0.0,0.0,0.0,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,COL11A1,2.46,0.09279999881982803,3.775099992752075,1.2201000452041626,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,COL11A2,0.8,0.02850000001490116,3.5452001094818115,0.3098999857902527,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,COL1A2,35.67,1.55840003490448,4.368199825286865,47.75910186767578,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,COL4A3,1.25,0.04529999941587448,3.609800100326538,0.619700014591217,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,COL4A4,2.86,0.09929999709129333,3.472100019454956,1.4138000011444092,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,COL5A2,3.66,0.13220000267028809,3.6084001064300537,1.6849000453948975,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,COL6A1,61.52,2.63319993019104,4.2804999351501465,55.66080093383789,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,COL6A2,52.43,2.1438000202178955,4.088699817657471,40.089698791503906,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,COL6A3,0.85,0.02930000051856041,3.436199903488159,0.34860000014305115,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,COMP,0.0,0.0,0.0,0.0,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CPOX,25.19,0.9139999747276306,3.628499984741211,12.085000038146973,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CRX,0.05,0.0017000000225380063,3.3355000019073486,0.01940000057220459,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CSDE1,84.95,4.565199851989746,5.374100208282471,225.00599670410156,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CSNK2A1,73.76,3.372299909591675,4.5721001625061035,92.61309814453125,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CSNK2B,79.38,4.046800136566162,5.098199844360352,173.5865936279297,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CSRP3,0.85,0.034299999475479126,4.018899917602539,1.2976000308990479,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CTLA4,0.0,0.0,0.0,0.0,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CTNND1,66.23,2.8533999919891357,4.308199882507324,63.872398376464844,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CTR9,34.97,1.3315000534057617,3.8073999881744385,20.083599090576172,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CUX2,0.0,0.0,0.0,0.0,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CXCR4,0.7,0.027000000700354576,3.849299907684326,0.4260999858379364,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,CYFIP2,18.11,0.6646999716758728,3.669600009918213,8.966899871826172,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,DCC,0.15,0.005100000184029341,3.406399965286255,0.05810000002384186,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,DCTN1,22.88,0.8382999897003174,3.6638998985290527,11.678299903869629,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,DDR2,3.01,0.10790000110864639,3.5850000381469727,1.2395000457763672,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,DES,1.05,0.039500001817941666,3.744800090789795,1.007099986076355,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,DHX30,30.76,1.1437000036239624,3.7184998989105225,16.113399505615234,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,DIAPH1,67.39,2.9658000469207764,4.401199817657471,71.0770034790039,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,DNAJB11,65.08,2.8217999935150146,4.335999965667725,67.55220031738281,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,DNAJB6,67.44,2.9453999996185303,4.367800235748291,73.497802734375,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,DNAJC5,42.55,1.6268999576568604,3.8236000537872314,26.048599243164062,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,DNM1,8.48,0.30970001220703125,3.652100086212158,3.4667000770568848,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,DNM1L,33.92,1.2932000160217285,3.8125998973846436,19.657499313354492,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,DNM2,35.67,1.3619999885559082,3.8178000450134277,20.25790023803711,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,DPF2,48.92,1.9083000421524048,3.9007999897003174,30.909799575805664,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,DSC2,51.88,2.1152000427246094,4.077099800109863,40.36090087890625,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,DSPP,0.1,0.0035000001080334187,3.5078999996185303,0.03869999945163727,True
GSM5009365,GSM5009365_WA_WR_0709_4,iPSC-liver/hepatocyte,Dataset 1,0,1993,4426.0,EED,17.76,0.6370000243186951,3.5861001014709473,7.959799766540527,True
